"radios","LINK","comuna","fraccion","radio","CO_FRAC_RA","Hasta   0.50 personas por cuarto","0.51  -  0.99  personas por cuarto","1.00  -  1.49  personas por cuarto","1.50  -  1.99  personas por cuarto","2.00  -  3.00  personas por cuarto","Más de  3.00 personas por cuarto"
"AREA#020140605","020140605",14,6,5,"14_6_5",39,16,31,5,7,2
"AREA#020140606","020140606",14,6,6,"14_6_6",31,17,37,2,11,2
"AREA#020140607","020140607",14,6,7,"14_6_7",38,20,30,5,7,0
"AREA#020140608","020140608",14,6,8,"14_6_8",29,18,40,3,10,0
"AREA#020140609","020140609",14,6,9,"14_6_9",46,18,28,3,5,1
"AREA#020140610","020140610",14,6,10,"14_6_10",44,15,30,7,4,1
"AREA#020140701","020140701",14,7,1,"14_7_1",25,14,39,5,16,2
"AREA#020140702","020140702",14,7,2,"14_7_2",34,18,31,6,9,1
"AREA#020140703","020140703",14,7,3,"14_7_3",28,28,31,6,7,0
"AREA#020140704","020140704",14,7,4,"14_7_4",30,23,40,5,2,0
"AREA#020140705","020140705",14,7,5,"14_7_5",25,27,32,7,8,0
"AREA#020140706","020140706",14,7,6,"14_7_6",32,28,31,5,4,0
"AREA#020140707","020140707",14,7,7,"14_7_7",31,25,30,7,7,1
"AREA#020140708","020140708",14,7,8,"14_7_8",32,18,38,6,5,1
"AREA#020140709","020140709",14,7,9,"14_7_9",33,16,33,6,11,1
"AREA#020140801","020140801",14,8,1,"14_8_1",40,26,29,3,3,0
"AREA#020140802","020140802",14,8,2,"14_8_2",42,23,29,2,3,0
"AREA#020140803","020140803",14,8,3,"14_8_3",35,20,31,4,8,2
"AREA#020140804","020140804",14,8,4,"14_8_4",34,9,40,4,13,1
"AREA#020140805","020140805",14,8,5,"14_8_5",37,16,36,5,6,1
"AREA#020140806","020140806",14,8,6,"14_8_6",32,19,34,3,12,0
"AREA#020140807","020140807",14,8,7,"14_8_7",35,14,37,5,8,1
"AREA#020140808","020140808",14,8,8,"14_8_8",37,22,26,5,8,2
"AREA#020140809","020140809",14,8,9,"14_8_9",34,19,34,4,8,1
"AREA#020140901","020140901",14,9,1,"14_9_1",33,25,34,3,5,0
"AREA#020140902","020140902",14,9,2,"14_9_2",24,29,36,6,3,1
"AREA#020140903","020140903",14,9,3,"14_9_3",44,17,31,4,3,0
"AREA#020140904","020140904",14,9,4,"14_9_4",31,19,39,3,7,1
"AREA#020140905","020140905",14,9,5,"14_9_5",40,14,31,6,8,1
"AREA#020140906","020140906",14,9,6,"14_9_6",42,25,25,2,6,0
"AREA#020140907","020140907",14,9,7,"14_9_7",41,26,26,3,5,0
"AREA#020140908","020140908",14,9,8,"14_9_8",38,18,32,2,10,1
"AREA#020140909","020140909",14,9,9,"14_9_9",41,23,28,2,4,1
"AREA#020140910","020140910",14,9,10,"14_9_10",41,16,34,4,4,0
"AREA#020140911","020140911",14,9,11,"14_9_11",36,19,34,4,7,0
"AREA#020140912","020140912",14,9,12,"14_9_12",39,22,30,4,4,0
"AREA#020140913","020140913",14,9,13,"14_9_13",52,19,25,2,2,0
"AREA#020141001","020141001",14,10,1,"14_10_1",0,0,17,17,67,0
"AREA#020141101","020141101",14,11,1,"14_11_1",36,28,30,1,4,1
"AREA#020141102","020141102",14,11,2,"14_11_2",43,18,31,3,5,0
"AREA#020141103","020141103",14,11,3,"14_11_3",49,24,24,2,2,0
"AREA#020141104","020141104",14,11,4,"14_11_4",49,28,18,2,4,0
"AREA#020141105","020141105",14,11,5,"14_11_5",48,22,23,3,3,0
"AREA#020141106","020141106",14,11,6,"14_11_6",44,29,21,1,5,1
"AREA#020141107","020141107",14,11,7,"14_11_7",37,16,36,4,6,0
"AREA#020141108","020141108",14,11,8,"14_11_8",40,23,30,3,5,0
"AREA#020141109","020141109",14,11,9,"14_11_9",33,6,44,4,11,2
"AREA#020141110","020141110",14,11,10,"14_11_10",38,9,40,3,10,0
"AREA#020141111","020141111",14,11,11,"14_11_11",41,6,38,3,11,2
"AREA#020141112","020141112",14,11,12,"14_11_12",33,15,38,2,10,0
"AREA#020141113","020141113",14,11,13,"14_11_13",56,16,23,4,2,0
"AREA#020141114","020141114",14,11,14,"14_11_14",52,20,19,3,5,1
"AREA#020141201","020141201",14,12,1,"14_12_1",43,16,30,2,9,0
"AREA#020141202","020141202",14,12,2,"14_12_2",29,10,38,5,16,2
"AREA#020141203","020141203",14,12,3,"14_12_3",28,12,43,6,9,1
"AREA#020141204","020141204",14,12,4,"14_12_4",31,15,38,4,9,2
"AREA#020141205","020141205",14,12,5,"14_12_5",43,19,29,6,3,0
"AREA#020141206","020141206",14,12,6,"14_12_6",37,19,31,4,7,2
"AREA#020141207","020141207",14,12,7,"14_12_7",43,21,27,3,6,1
"AREA#020141208","020141208",14,12,8,"14_12_8",54,15,23,4,4,0
"AREA#020141209","020141209",14,12,9,"14_12_9",29,9,42,2,16,2
"AREA#020141210","020141210",14,12,10,"14_12_10",36,25,27,4,7,0
"AREA#020141211","020141211",14,12,11,"14_12_11",39,13,30,5,9,2
"AREA#020141301","020141301",14,13,1,"14_13_1",34,12,34,6,11,2
"AREA#020141302","020141302",14,13,2,"14_13_2",32,17,36,3,11,1
"AREA#020141303","020141303",14,13,3,"14_13_3",38,10,38,5,7,1
"AREA#020141304","020141304",14,13,4,"14_13_4",36,18,36,2,7,1
"AREA#020141305","020141305",14,13,5,"14_13_5",37,19,35,5,4,0
"AREA#020141306","020141306",14,13,6,"14_13_6",41,16,35,3,6,0
"AREA#020141307","020141307",14,13,7,"14_13_7",35,15,31,4,14,1
"AREA#020141308","020141308",14,13,8,"14_13_8",38,20,28,5,8,1
"AREA#020141309","020141309",14,13,9,"14_13_9",39,16,30,4,11,1
"AREA#020141310","020141310",14,13,10,"14_13_10",38,20,30,5,7,0
"AREA#020141311","020141311",14,13,11,"14_13_11",39,16,30,4,11,0
"AREA#020141312","020141312",14,13,12,"14_13_12",45,22,28,3,2,0
"AREA#020141401","020141401",14,14,1,"14_14_1",38,13,37,4,8,0
"AREA#020141402","020141402",14,14,2,"14_14_2",34,11,40,4,10,0
"AREA#020141403","020141403",14,14,3,"14_14_3",38,22,33,3,3,1
"AREA#020141404","020141404",14,14,4,"14_14_4",41,9,40,5,4,1
"AREA#020141405","020141405",14,14,5,"14_14_5",32,21,35,2,10,1
"AREA#020141406","020141406",14,14,6,"14_14_6",38,17,36,4,4,1
"AREA#020141407","020141407",14,14,7,"14_14_7",43,26,23,4,4,0
"AREA#020141408","020141408",14,14,8,"14_14_8",42,23,29,3,3,0
"AREA#020141409","020141409",14,14,9,"14_14_9",37,18,33,4,7,0
"AREA#020141410","020141410",14,14,10,"14_14_10",43,13,33,5,5,1
"AREA#020141411","020141411",14,14,11,"14_14_11",41,18,34,2,4,0
"AREA#020141501","020141501",14,15,1,"14_15_1",38,23,31,3,5,0
"AREA#020141502","020141502",14,15,2,"14_15_2",42,18,29,3,8,0
"AREA#020141503","020141503",14,15,3,"14_15_3",48,15,28,4,5,0
"AREA#020141504","020141504",14,15,4,"14_15_4",52,18,23,3,3,0
"AREA#020141505","020141505",14,15,5,"14_15_5",35,18,33,4,9,1
"AREA#020141506","020141506",14,15,6,"14_15_6",29,18,42,3,10,0
"AREA#020141507","020141507",14,15,7,"14_15_7",40,15,33,5,6,1
"AREA#020141508","020141508",14,15,8,"14_15_8",45,22,26,3,3,0
"AREA#020141601","020141601",14,16,1,"14_16_1",47,26,21,2,3,0
"AREA#020141602","020141602",14,16,2,"14_16_2",38,20,35,3,3,1
"AREA#020141603","020141603",14,16,3,"14_16_3",48,22,22,3,5,0
"AREA#020141604","020141604",14,16,4,"14_16_4",45,24,23,3,5,0
"AREA#020141605","020141605",14,16,5,"14_16_5",48,26,18,3,4,1
"AREA#020141606","020141606",14,16,6,"14_16_6",53,31,11,2,2,0
"AREA#020141607","020141607",14,16,7,"14_16_7",48,25,18,4,4,1
"AREA#020141701","020141701",14,17,1,"14_17_1",51,26,18,2,2,0
"AREA#020141702","020141702",14,17,2,"14_17_2",44,18,30,2,4,1
"AREA#020141703","020141703",14,17,3,"14_17_3",53,30,15,2,1,0
"AREA#020141704","020141704",14,17,4,"14_17_4",49,18,26,1,6,0
"AREA#020141705","020141705",14,17,5,"14_17_5",46,25,22,3,3,1
"AREA#020141706","020141706",14,17,6,"14_17_6",50,25,19,2,3,1
"AREA#020141707","020141707",14,17,7,"14_17_7",41,24,27,2,6,1
"AREA#020141708","020141708",14,17,8,"14_17_8",52,22,20,3,3,0
"AREA#020141801","020141801",14,18,1,"14_18_1",46,20,26,4,3,0
"AREA#020141802","020141802",14,18,2,"14_18_2",53,23,21,1,2,0
"AREA#020141803","020141803",14,18,3,"14_18_3",51,24,19,2,3,1
"AREA#020141804","020141804",14,18,4,"14_18_4",47,26,23,2,2,0
"AREA#020141805","020141805",14,18,5,"14_18_5",49,20,24,2,4,1
"AREA#020141806","020141806",14,18,6,"14_18_6",42,19,31,3,3,1
"AREA#020141807","020141807",14,18,7,"14_18_7",45,28,21,2,3,0
"AREA#020141808","020141808",14,18,8,"14_18_8",46,21,26,4,3,0
"AREA#020141901","020141901",14,19,1,"14_19_1",49,14,27,4,5,0
"AREA#020141902","020141902",14,19,2,"14_19_2",41,16,36,4,3,0
"AREA#020141903","020141903",14,19,3,"14_19_3",47,15,30,4,4,0
"AREA#020141904","020141904",14,19,4,"14_19_4",45,14,31,4,6,0
"AREA#020141905","020141905",14,19,5,"14_19_5",48,24,22,2,3,0
"AREA#020142001","020142001",14,20,1,"14_20_1",45,17,29,4,5,0
"AREA#020142002","020142002",14,20,2,"14_20_2",46,16,31,4,3,0
"AREA#020142003","020142003",14,20,3,"14_20_3",47,18,26,4,4,0
"AREA#020142004","020142004",14,20,4,"14_20_4",40,23,29,4,5,1
"AREA#020142005","020142005",14,20,5,"14_20_5",43,19,29,4,6,0
"AREA#020142006","020142006",14,20,6,"14_20_6",38,13,41,3,4,0
"AREA#020142007","020142007",14,20,7,"14_20_7",46,16,29,2,6,1
"AREA#020142101","020142101",14,21,1,"14_21_1",37,20,33,4,6,1
"AREA#020142102","020142102",14,21,2,"14_21_2",36,19,36,4,5,0
"AREA#020142103","020142103",14,21,3,"14_21_3",37,19,30,4,9,1
"AREA#020142104","020142104",14,21,4,"14_21_4",40,17,33,5,5,0
"AREA#020142105","020142105",14,21,5,"14_21_5",35,27,28,5,4,1
"AREA#020142106","020142106",14,21,6,"14_21_6",40,20,26,4,8,3
"AREA#020142107","020142107",14,21,7,"14_21_7",37,15,30,5,11,3
"AREA#020142108","020142108",14,21,8,"14_21_8",37,20,33,4,7,0
"AREA#020142109","020142109",14,21,9,"14_21_9",31,17,38,4,9,1
"AREA#020142110","020142110",14,21,10,"14_21_10",38,10,32,4,14,2
"AREA#020142111","020142111",14,21,11,"14_21_11",32,19,36,5,7,0
"AREA#020142201","020142201",14,22,1,"14_22_1",38,21,32,5,4,0
"AREA#020142202","020142202",14,22,2,"14_22_2",35,18,36,3,8,0
"AREA#020142203","020142203",14,22,3,"14_22_3",42,15,34,4,5,0
"AREA#020142204","020142204",14,22,4,"14_22_4",40,18,34,5,3,0
"AREA#020142205","020142205",14,22,5,"14_22_5",31,18,39,3,8,1
"AREA#020142206","020142206",14,22,6,"14_22_6",39,26,26,5,3,0
"AREA#020142207","020142207",14,22,7,"14_22_7",35,22,30,5,7,1
"AREA#020142208","020142208",14,22,8,"14_22_8",38,20,32,4,6,0
"AREA#020142209","020142209",14,22,9,"14_22_9",38,10,36,5,10,0
"AREA#020142210","020142210",14,22,10,"14_22_10",43,21,28,4,4,0
"AREA#020142301","020142301",14,23,1,"14_23_1",38,21,31,4,6,1
"AREA#020142302","020142302",14,23,2,"14_23_2",39,21,33,1,4,1
"AREA#020142303","020142303",14,23,3,"14_23_3",38,20,34,4,4,1
"AREA#020142304","020142304",14,23,4,"14_23_4",40,18,34,3,5,0
"AREA#020142305","020142305",14,23,5,"14_23_5",34,18,36,2,8,1
"AREA#020142306","020142306",14,23,6,"14_23_6",33,24,34,2,6,0
"AREA#020142307","020142307",14,23,7,"14_23_7",29,11,45,3,12,1
"AREA#020142308","020142308",14,23,8,"14_23_8",29,13,39,5,12,1
"AREA#020142309","020142309",14,23,9,"14_23_9",42,11,35,2,10,0
"AREA#020142310","020142310",14,23,10,"14_23_10",37,17,34,5,7,0
"AREA#020142311","020142311",14,23,11,"14_23_11",36,12,38,6,8,0
"AREA#020142401","020142401",14,24,1,"14_24_1",38,14,39,2,7,0
"AREA#020142402","020142402",14,24,2,"14_24_2",45,12,27,6,9,1
"AREA#020142403","020142403",14,24,3,"14_24_3",41,21,32,3,3,0
"AREA#020142404","020142404",14,24,4,"14_24_4",31,16,41,2,8,2
"AREA#020142405","020142405",14,24,5,"14_24_5",34,20,37,3,6,1
"AREA#020142406","020142406",14,24,6,"14_24_6",43,17,29,4,6,1
"AREA#020142407","020142407",14,24,7,"14_24_7",39,20,31,3,7,1
"AREA#020142408","020142408",14,24,8,"14_24_8",36,25,31,2,6,0
"AREA#020142409","020142409",14,24,9,"14_24_9",39,17,33,4,7,1
"AREA#020142501","020142501",14,25,1,"14_25_1",44,21,27,3,4,1
"AREA#020142502","020142502",14,25,2,"14_25_2",41,20,31,5,4,0
"AREA#020142503","020142503",14,25,3,"14_25_3",43,20,29,2,6,0
"AREA#020142504","020142504",14,25,4,"14_25_4",45,14,33,5,3,0
"AREA#020142505","020142505",14,25,5,"14_25_5",48,15,27,3,5,2
"AREA#020142506","020142506",14,25,6,"14_25_6",38,8,43,2,8,0
"AREA#020142507","020142507",14,25,7,"14_25_7",29,17,40,4,10,0
"AREA#020142508","020142508",14,25,8,"14_25_8",36,19,38,3,4,1
"AREA#020142509","020142509",14,25,9,"14_25_9",44,12,32,3,8,1
"AREA#020142601","020142601",14,26,1,"14_26_1",45,17,31,2,5,0
"AREA#020142602","020142602",14,26,2,"14_26_2",47,17,30,3,3,0
"AREA#020142603","020142603",14,26,3,"14_26_3",32,21,35,1,11,1
"AREA#020142604","020142604",14,26,4,"14_26_4",43,20,31,2,4,0
"AREA#020142605","020142605",14,26,5,"14_26_5",43,24,26,4,2,0
"AREA#020142606","020142606",14,26,6,"14_26_6",42,22,28,3,5,0
"AREA#020142607","020142607",14,26,7,"14_26_7",50,21,22,2,4,0
"AREA#020142701","020142701",14,27,1,"14_27_1",43,17,32,2,6,0
"AREA#020142702","020142702",14,27,2,"14_27_2",40,18,31,3,7,1
"AREA#020142703","020142703",14,27,3,"14_27_3",44,21,28,3,3,0
"AREA#020142704","020142704",14,27,4,"14_27_4",54,25,17,1,3,0
"AREA#020142705","020142705",14,27,5,"14_27_5",42,18,30,3,6,0
"AREA#020142706","020142706",14,27,6,"14_27_6",39,16,35,3,7,0
"AREA#020142707","020142707",14,27,7,"14_27_7",44,18,31,3,5,0
"AREA#020142801","020142801",14,28,1,"14_28_1",52,23,19,2,3,0
"AREA#020142802","020142802",14,28,2,"14_28_2",46,26,23,2,2,1
"AREA#020142803","020142803",14,28,3,"14_28_3",46,18,28,5,3,0
"AREA#020142804","020142804",14,28,4,"14_28_4",41,22,28,4,4,1
"AREA#020142805","020142805",14,28,5,"14_28_5",43,25,25,2,4,0
"AREA#020142806","020142806",14,28,6,"14_28_6",48,25,24,2,1,0
"AREA#020142807","020142807",14,28,7,"14_28_7",49,21,22,4,3,0
"AREA#020142808","020142808",14,28,8,"14_28_8",42,11,37,3,6,0
"AREA#020142809","020142809",14,28,9,"14_28_9",37,21,33,3,5,0
"AREA#020142810","020142810",14,28,10,"14_28_10",48,24,24,1,3,0
"AREA#020142811","020142811",14,28,11,"14_28_11",43,30,22,2,3,1
"AREA#020142812","020142812",14,28,12,"14_28_12",57,26,13,3,0,0
"AREA#020142901","020142901",14,29,1,"14_29_1",48,17,28,3,5,0
"AREA#020142902","020142902",14,29,2,"14_29_2",40,14,37,3,6,0
"AREA#020142903","020142903",14,29,3,"14_29_3",32,16,38,3,11,0
"AREA#020142904","020142904",14,29,4,"14_29_4",44,18,30,4,3,0
"AREA#020142905","020142905",14,29,5,"14_29_5",42,13,38,2,6,0
"AREA#020142906","020142906",14,29,6,"14_29_6",43,15,33,3,6,0
"AREA#020142907","020142907",14,29,7,"14_29_7",40,17,33,4,5,1
"AREA#020142908","020142908",14,29,8,"14_29_8",42,23,27,3,5,1
"AREA#020142909","020142909",14,29,9,"14_29_9",41,19,27,3,9,1
"AREA#020142910","020142910",14,29,10,"14_29_10",41,16,32,4,7,0
"AREA#020142911","020142911",14,29,11,"14_29_11",42,25,27,3,3,1
"AREA#020143001","020143001",14,30,1,"14_30_1",44,26,24,2,4,0
"AREA#020143002","020143002",14,30,2,"14_30_2",46,27,20,4,3,0
"AREA#020143003","020143003",14,30,3,"14_30_3",55,21,20,2,2,0
"AREA#020143004","020143004",14,30,4,"14_30_4",51,20,24,3,3,0
"AREA#020143005","020143005",14,30,5,"14_30_5",50,29,16,4,0,1
"AREA#020143006","020143006",14,30,6,"14_30_6",51,22,20,2,5,0
"AREA#020143007","020143007",14,30,7,"14_30_7",38,19,33,1,9,0
"AREA#020143008","020143008",14,30,8,"14_30_8",48,27,20,3,2,0
"AREA#020143009","020143009",14,30,9,"14_30_9",47,23,24,3,4,0
"AREA#020143101","020143101",14,31,1,"14_31_1",46,28,24,1,1,1
"AREA#020143102","020143102",14,31,2,"14_31_2",49,24,21,2,3,0
"AREA#020143103","020143103",14,31,3,"14_31_3",56,21,16,3,4,0
"AREA#020143104","020143104",14,31,4,"14_31_4",55,27,14,3,1,0
"AREA#020143105","020143105",14,31,5,"14_31_5",53,26,15,4,2,0
"AREA#020143106","020143106",14,31,6,"14_31_6",45,26,24,2,3,0
"AREA#020143107","020143107",14,31,7,"14_31_7",58,24,16,1,2,0
"AREA#020143108","020143108",14,31,8,"14_31_8",55,25,13,2,4,0
"AREA#020143109","020143109",14,31,9,"14_31_9",60,24,12,2,3,0
"AREA#020143110","020143110",14,31,10,"14_31_10",57,25,13,3,2,1
"AREA#020143111","020143111",14,31,11,"14_31_11",57,11,27,2,3,0
"AREA#020143112","020143112",14,31,12,"14_31_12",48,20,24,2,6,0
"AREA#020150101","020150101",15,1,1,"15_1_1",29,29,33,6,3,0
"AREA#020150102","020150102",15,1,2,"15_1_2",31,22,35,6,6,1
"AREA#020150103","020150103",15,1,3,"15_1_3",30,26,37,3,4,0
"AREA#020150104","020150104",15,1,4,"15_1_4",30,23,38,7,3,0
"AREA#020150105","020150105",15,1,5,"15_1_5",30,24,37,6,3,0
"AREA#020150106","020150106",15,1,6,"15_1_6",30,26,32,8,4,0
"AREA#020150107","020150107",15,1,7,"15_1_7",34,24,31,7,4,0
"AREA#020150108","020150108",15,1,8,"15_1_8",31,26,30,7,5,0
"AREA#020150109","020150109",15,1,9,"15_1_9",27,28,37,5,2,1
"AREA#020150110","020150110",15,1,10,"15_1_10",26,24,36,7,6,0
"AREA#020150111","020150111",15,1,11,"15_1_11",28,24,40,3,5,1
"AREA#020150112","020150112",15,1,12,"15_1_12",30,28,33,4,5,0
"AREA#020150201","020150201",15,2,1,"15_2_1",25,24,35,8,7,0
"AREA#020150202","020150202",15,2,2,"15_2_2",31,24,35,6,4,0
"AREA#020150203","020150203",15,2,3,"15_2_3",32,30,29,6,3,0
"AREA#020150204","020150204",15,2,4,"15_2_4",34,34,25,5,1,0
"AREA#020150205","020150205",15,2,5,"15_2_5",38,25,33,2,1,0
"AREA#020150206","020150206",15,2,6,"15_2_6",34,27,30,5,3,0
"AREA#020150207","020150207",15,2,7,"15_2_7",42,18,33,4,3,0
"AREA#020150208","020150208",15,2,8,"15_2_8",28,29,35,5,3,0
"AREA#020150209","020150209",15,2,9,"15_2_9",32,31,29,4,4,0
"AREA#020150210","020150210",15,2,10,"15_2_10",26,24,37,8,5,0
"AREA#020150301","020150301",15,3,1,"15_3_1",36,22,34,5,3,0
"AREA#020150302","020150302",15,3,2,"15_3_2",32,20,36,7,4,0
"AREA#020150303","020150303",15,3,3,"15_3_3",31,21,34,6,8,0
"AREA#020150304","020150304",15,3,4,"15_3_4",28,26,32,7,7,1
"AREA#020150305","020150305",15,3,5,"15_3_5",27,25,25,7,11,5
"AREA#020150306","020150306",15,3,6,"15_3_6",45,32,19,3,2,0
"AREA#020150307","020150307",15,3,7,"15_3_7",43,32,20,3,2,0
"AREA#020150308","020150308",15,3,8,"15_3_8",36,30,26,3,5,0
"AREA#020150309","020150309",15,3,9,"15_3_9",39,21,30,6,4,0
"AREA#020150310","020150310",15,3,10,"15_3_10",34,26,34,3,3,0
"AREA#020150311","020150311",15,3,11,"15_3_11",30,15,37,5,12,1
"AREA#020150312","020150312",15,3,12,"15_3_12",25,20,36,6,11,3
"AREA#020150313","020150313",15,3,13,"15_3_13",34,26,30,7,4,1
"AREA#020150401","020150401",15,4,1,"15_4_1",31,18,38,8,6,0
"AREA#020150402","020150402",15,4,2,"15_4_2",31,23,34,9,2,0
"AREA#020150403","020150403",15,4,3,"15_4_3",37,24,29,5,4,1
"AREA#020150404","020150404",15,4,4,"15_4_4",24,25,40,4,6,0
"AREA#020150405","020150405",15,4,5,"15_4_5",26,23,34,6,10,1
"AREA#020150406","020150406",15,4,6,"15_4_6",31,19,37,6,6,1
"AREA#020150407","020150407",15,4,7,"15_4_7",32,25,29,5,8,1
"AREA#020150408","020150408",15,4,8,"15_4_8",35,22,31,2,8,1
"AREA#020150409","020150409",15,4,9,"15_4_9",25,17,40,6,12,1
"AREA#020150410","020150410",15,4,10,"15_4_10",27,19,35,8,9,1
"AREA#020150411","020150411",15,4,11,"15_4_11",31,21,27,5,12,3
"AREA#020150412","020150412",15,4,12,"15_4_12",28,17,40,7,8,1
"AREA#020150413","020150413",15,4,13,"15_4_13",29,16,34,10,9,1
"AREA#020150414","020150414",15,4,14,"15_4_14",24,21,33,6,11,4
"AREA#020150501","020150501",15,5,1,"15_5_1",29,25,36,6,4,1
"AREA#020150502","020150502",15,5,2,"15_5_2",31,29,32,5,3,0
"AREA#020150503","020150503",15,5,3,"15_5_3",27,31,35,4,3,0
"AREA#020150504","020150504",15,5,4,"15_5_4",32,19,29,8,12,1
"AREA#020150505","020150505",15,5,5,"15_5_5",30,24,36,4,6,0
"AREA#020150506","020150506",15,5,6,"15_5_6",26,24,36,7,7,0
"AREA#020150507","020150507",15,5,7,"15_5_7",35,28,29,6,3,0
"AREA#020150508","020150508",15,5,8,"15_5_8",26,26,36,6,6,0
"AREA#020150509","020150509",15,5,9,"15_5_9",25,21,37,7,8,1
"AREA#020150510","020150510",15,5,10,"15_5_10",29,24,30,9,6,2
"AREA#020150511","020150511",15,5,11,"15_5_11",28,16,38,8,9,1
"AREA#020150512","020150512",15,5,12,"15_5_12",32,23,35,5,5,0
"AREA#020150513","020150513",15,5,13,"15_5_13",34,27,33,3,2,0
"AREA#020150514","020150514",15,5,14,"15_5_14",30,26,33,7,5,0
"AREA#020150601","020150601",15,6,1,"15_6_1",39,24,30,5,3,0
"AREA#020150602","020150602",15,6,2,"15_6_2",36,21,32,5,6,0
"AREA#020150603","020150603",15,6,3,"15_6_3",38,23,31,3,5,0
"AREA#020150604","020150604",15,6,4,"15_6_4",24,26,37,5,7,1
"AREA#020150605","020150605",15,6,5,"15_6_5",30,26,32,8,5,0
"AREA#020150606","020150606",15,6,6,"15_6_6",42,39,14,3,2,0
"AREA#020150607","020150607",15,6,7,"15_6_7",31,28,32,5,4,0
"AREA#020150701","020150701",15,7,1,"15_7_1",25,27,34,5,8,1
"AREA#020150702","020150702",15,7,2,"15_7_2",27,19,36,7,9,2
"AREA#020150703","020150703",15,7,3,"15_7_3",27,24,34,6,7,1
"AREA#020150704","020150704",15,7,4,"15_7_4",22,19,37,5,12,6
"AREA#020150705","020150705",15,7,5,"15_7_5",24,23,37,8,8,1
"AREA#020150706","020150706",15,7,6,"15_7_6",12,10,31,7,25,14
"AREA#020150707","020150707",15,7,7,"15_7_7",27,19,40,7,5,1
"AREA#020150708","020150708",15,7,8,"15_7_8",29,23,34,8,5,0
"AREA#020150709","020150709",15,7,9,"15_7_9",25,19,34,7,13,2
"AREA#020150710","020150710",15,7,10,"15_7_10",27,16,34,7,12,3
"AREA#020150711","020150711",15,7,11,"15_7_11",25,26,33,9,7,0
"AREA#020150712","020150712",15,7,12,"15_7_12",25,25,36,9,6,0
"AREA#020150801","020150801",15,8,1,"15_8_1",24,18,35,7,14,2
"AREA#020150802","020150802",15,8,2,"15_8_2",22,25,33,9,11,1
"AREA#020150803","020150803",15,8,3,"15_8_3",29,19,36,7,8,1
"AREA#020150804","020150804",15,8,4,"15_8_4",24,15,35,8,14,4
"AREA#020150805","020150805",15,8,5,"15_8_5",29,20,34,6,9,1
"AREA#020150806","020150806",15,8,6,"15_8_6",22,23,39,8,7,0
"AREA#020150807","020150807",15,8,7,"15_8_7",26,19,37,8,8,1
"AREA#020150808","020150808",15,8,8,"15_8_8",24,22,36,8,10,1
"AREA#020150809","020150809",15,8,9,"15_8_9",30,18,36,8,8,0
"AREA#020150810","020150810",15,8,10,"15_8_10",30,17,38,7,7,1
"AREA#020150901","020150901",15,9,1,"15_9_1",41,17,33,5,4,0
"AREA#020150902","020150902",15,9,2,"15_9_2",33,20,33,7,7,0
"AREA#020150903","020150903",15,9,3,"15_9_3",35,20,35,5,4,0
"AREA#020150904","020150904",15,9,4,"15_9_4",23,15,35,12,12,3
"AREA#020150905","020150905",15,9,5,"15_9_5",26,18,37,5,11,3
"AREA#020150906","020150906",15,9,6,"15_9_6",23,17,32,9,15,3
"AREA#020150907","020150907",15,9,7,"15_9_7",27,17,30,7,15,4
"AREA#020150908","020150908",15,9,8,"15_9_8",15,11,26,9,29,10
"AREA#020151001","020151001",15,10,1,"15_10_1",36,13,35,5,10,1
"AREA#020151002","020151002",15,10,2,"15_10_2",30,22,35,6,5,1
"AREA#020151003","020151003",15,10,3,"15_10_3",32,24,32,6,5,1
"AREA#020151004","020151004",15,10,4,"15_10_4",34,18,34,8,5,0
"AREA#020151005","020151005",15,10,5,"15_10_5",31,19,34,7,8,2
"AREA#020151006","020151006",15,10,6,"15_10_6",33,16,39,7,5,0
"AREA#020151007","020151007",15,10,7,"15_10_7",33,12,38,5,11,1
"AREA#020151008","020151008",15,10,8,"15_10_8",33,16,35,6,10,1
"AREA#020151009","020151009",15,10,9,"15_10_9",29,21,33,4,11,3
"AREA#020151010","020151010",15,10,10,"15_10_10",29,18,33,1,16,3
"AREA#020151011","020151011",15,10,11,"15_10_11",38,26,28,6,2,0
"AREA#020151012","020151012",15,10,12,"15_10_12",32,17,32,7,9,3
"AREA#020151013","020151013",15,10,13,"15_10_13",35,15,35,4,10,1
"AREA#020151101","020151101",15,11,1,"15_11_1",25,14,42,5,13,2
"AREA#020151102","020151102",15,11,2,"15_11_2",35,22,31,2,10,1
"AREA#020151103","020151103",15,11,3,"15_11_3",34,20,33,4,8,0
"AREA#020151104","020151104",15,11,4,"15_11_4",29,26,33,3,8,1
"AREA#020151105","020151105",15,11,5,"15_11_5",29,20,33,5,8,5
"AREA#020151106","020151106",15,11,6,"15_11_6",23,19,33,11,12,2
"AREA#020151107","020151107",15,11,7,"15_11_7",31,21,33,5,10,0
"AREA#020151108","020151108",15,11,8,"15_11_8",37,19,31,5,7,1
"AREA#020151109","020151109",15,11,9,"15_11_9",31,18,30,11,9,1
"AREA#020151110","020151110",15,11,10,"15_11_10",31,17,32,8,10,2
"AREA#020151111","020151111",15,11,11,"15_11_11",28,13,43,6,11,0
"AREA#020151112","020151112",15,11,12,"15_11_12",35,15,38,7,5,0
"AREA#020151113","020151113",15,11,13,"15_11_13",32,21,32,5,8,2
"AREA#020151201","020151201",15,12,1,"15_12_1",23,20,28,7,15,7
