"areas","LINK","comuna","fraccion","radio","CO_FRAC_RA","cantidad","capeco"
"AREA#020060702","020060702",6,7,2,"6_7_2",344,10.49
"AREA#020060703","020060703",6,7,3,"6_7_3",279,10.21
"AREA#020060704","020060704",6,7,4,"6_7_4",372,9.33
"AREA#020060705","020060705",6,7,5,"6_7_5",359,10.23
"AREA#020060706","020060706",6,7,6,"6_7_6",262,10.11
"AREA#020060707","020060707",6,7,7,"6_7_7",403,10.22
"AREA#020060708","020060708",6,7,8,"6_7_8",307,9.4
"AREA#020060709","020060709",6,7,9,"6_7_9",321,10.42
"AREA#020060710","020060710",6,7,10,"6_7_10",327,9.89
"AREA#020060711","020060711",6,7,11,"6_7_11",293,10.37
"AREA#020060712","020060712",6,7,12,"6_7_12",286,10.1
"AREA#020060713","020060713",6,7,13,"6_7_13",236,10.77
"AREA#020060801","020060801",6,8,1,"6_8_1",355,9.63
"AREA#020060802","020060802",6,8,2,"6_8_2",458,10.41
"AREA#020060803","020060803",6,8,3,"6_8_3",260,10.93
"AREA#020060804","020060804",6,8,4,"6_8_4",300,10.4
"AREA#020060805","020060805",6,8,5,"6_8_5",251,9.98
"AREA#020060806","020060806",6,8,6,"6_8_6",533,9.25
"AREA#020060807","020060807",6,8,7,"6_8_7",319,10.44
"AREA#020060808","020060808",6,8,8,"6_8_8",516,10.48
"AREA#020060809","020060809",6,8,9,"6_8_9",266,9.78
"AREA#020060810","020060810",6,8,10,"6_8_10",334,10.93
"AREA#020060901","020060901",6,9,1,"6_9_1",297,9.8
"AREA#020060902","020060902",6,9,2,"6_9_2",260,10.2
"AREA#020060903","020060903",6,9,3,"6_9_3",293,10.25
"AREA#020060904","020060904",6,9,4,"6_9_4",430,10.7
"AREA#020060905","020060905",6,9,5,"6_9_5",174,9.23
"AREA#020060906","020060906",6,9,6,"6_9_6",381,10.19
"AREA#020060907","020060907",6,9,7,"6_9_7",249,10.11
"AREA#020060908","020060908",6,9,8,"6_9_8",196,10.68
"AREA#020060909","020060909",6,9,9,"6_9_9",362,10.43
"AREA#020060910","020060910",6,9,10,"6_9_10",324,10.1
"AREA#020061001","020061001",6,10,1,"6_10_1",304,9.79
"AREA#020061002","020061002",6,10,2,"6_10_2",288,8.96
"AREA#020061003","020061003",6,10,3,"6_10_3",384,10.69
"AREA#020061004","020061004",6,10,4,"6_10_4",337,9.66
"AREA#020061005","020061005",6,10,5,"6_10_5",461,10.57
"AREA#020061006","020061006",6,10,6,"6_10_6",455,10.04
"AREA#020061007","020061007",6,10,7,"6_10_7",336,10.7
"AREA#020061008","020061008",6,10,8,"6_10_8",570,10.13
"AREA#020061009","020061009",6,10,9,"6_10_9",246,10.44
"AREA#020061010","020061010",6,10,10,"6_10_10",463,10.44
"AREA#020061101","020061101",6,11,1,"6_11_1",430,9.56
"AREA#020061102","020061102",6,11,2,"6_11_2",242,9.85
"AREA#020061103","020061103",6,11,3,"6_11_3",368,9.94
"AREA#020061104","020061104",6,11,4,"6_11_4",343,11.4
"AREA#020061105","020061105",6,11,5,"6_11_5",249,9.81
"AREA#020061106","020061106",6,11,6,"6_11_6",310,9.98
"AREA#020061107","020061107",6,11,7,"6_11_7",357,9.78
"AREA#020061108","020061108",6,11,8,"6_11_8",369,10.25
"AREA#020061109","020061109",6,11,9,"6_11_9",289,9.85
"AREA#020061110","020061110",6,11,10,"6_11_10",240,8.86
"AREA#020061201","020061201",6,12,1,"6_12_1",256,10.6
"AREA#020061202","020061202",6,12,2,"6_12_2",229,8.9
"AREA#020061203","020061203",6,12,3,"6_12_3",289,9.07
"AREA#020061204","020061204",6,12,4,"6_12_4",193,9.79
"AREA#020061205","020061205",6,12,5,"6_12_5",384,10.06
"AREA#020061206","020061206",6,12,6,"6_12_6",243,9.75
"AREA#020061207","020061207",6,12,7,"6_12_7",349,10.56
"AREA#020061208","020061208",6,12,8,"6_12_8",305,10.09
"AREA#020061209","020061209",6,12,9,"6_12_9",362,9.87
"AREA#020061210","020061210",6,12,10,"6_12_10",236,10.43
"AREA#020061211","020061211",6,12,11,"6_12_11",372,9.23
"AREA#020061212","020061212",6,12,12,"6_12_12",209,8.88
"AREA#020061301","020061301",6,13,1,"6_13_1",307,10.23
"AREA#020061302","020061302",6,13,2,"6_13_2",587,10.03
"AREA#020061303","020061303",6,13,3,"6_13_3",304,10
"AREA#020061304","020061304",6,13,4,"6_13_4",498,9.52
"AREA#020061305","020061305",6,13,5,"6_13_5",362,9.91
"AREA#020061306","020061306",6,13,6,"6_13_6",267,9.81
"AREA#020061307","020061307",6,13,7,"6_13_7",370,10.57
"AREA#020061308","020061308",6,13,8,"6_13_8",497,9.87
"AREA#020061309","020061309",6,13,9,"6_13_9",426,10.6
"AREA#020061401","020061401",6,14,1,"6_14_1",384,10.5
"AREA#020061402","020061402",6,14,2,"6_14_2",250,9.75
"AREA#020061403","020061403",6,14,3,"6_14_3",386,10.4
"AREA#020061404","020061404",6,14,4,"6_14_4",531,10.48
"AREA#020061405","020061405",6,14,5,"6_14_5",408,10.45
"AREA#020061406","020061406",6,14,6,"6_14_6",484,10.76
"AREA#020061407","020061407",6,14,7,"6_14_7",237,10.16
"AREA#020061408","020061408",6,14,8,"6_14_8",220,10.6
"AREA#020061409","020061409",6,14,9,"6_14_9",309,10.33
"AREA#020061410","020061410",6,14,10,"6_14_10",392,10.44
"AREA#020061501","020061501",6,15,1,"6_15_1",285,10.14
"AREA#020061502","020061502",6,15,2,"6_15_2",770,10.18
"AREA#020061503","020061503",6,15,3,"6_15_3",358,10.46
"AREA#020061504","020061504",6,15,4,"6_15_4",270,10.11
"AREA#020061505","020061505",6,15,5,"6_15_5",321,10.37
"AREA#020061506","020061506",6,15,6,"6_15_6",284,10.94
"AREA#020061507","020061507",6,15,7,"6_15_7",336,10.15
"AREA#020061508","020061508",6,15,8,"6_15_8",445,9.78
"AREA#020061509","020061509",6,15,9,"6_15_9",227,10.55
"AREA#020061510","020061510",6,15,10,"6_15_10",305,11.63
"AREA#020061601","020061601",6,16,1,"6_16_1",283,9.58
"AREA#020061602","020061602",6,16,2,"6_16_2",284,10.65
"AREA#020061603","020061603",6,16,3,"6_16_3",393,10.49
"AREA#020061604","020061604",6,16,4,"6_16_4",310,10.55
"AREA#020061605","020061605",6,16,5,"6_16_5",393,10.2
"AREA#020061606","020061606",6,16,6,"6_16_6",415,11.15
"AREA#020061607","020061607",6,16,7,"6_16_7",388,9.78
"AREA#020061608","020061608",6,16,8,"6_16_8",560,10.43
"AREA#020061609","020061609",6,16,9,"6_16_9",418,9.73
"AREA#020061610","020061610",6,16,10,"6_16_10",499,10.32
"AREA#020061611","020061611",6,16,11,"6_16_11",390,9.76
"AREA#020061701","020061701",6,17,1,"6_17_1",416,10.38
"AREA#020061702","020061702",6,17,2,"6_17_2",419,10.12
"AREA#020061703","020061703",6,17,3,"6_17_3",309,9.92
"AREA#020061704","020061704",6,17,4,"6_17_4",360,10.12
"AREA#020061705","020061705",6,17,5,"6_17_5",839,9.59
"AREA#020061706","020061706",6,17,6,"6_17_6",507,9.71
"AREA#020061707","020061707",6,17,7,"6_17_7",277,10.23
"AREA#020061801","020061801",6,18,1,"6_18_1",263,10.32
"AREA#020061802","020061802",6,18,2,"6_18_2",257,9.98
"AREA#020061803","020061803",6,18,3,"6_18_3",313,10.26
"AREA#020061804","020061804",6,18,4,"6_18_4",316,10.67
"AREA#020061805","020061805",6,18,5,"6_18_5",390,10.07
"AREA#020061806","020061806",6,18,6,"6_18_6",454,10.81
"AREA#020061807","020061807",6,18,7,"6_18_7",526,10.36
"AREA#020061808","020061808",6,18,8,"6_18_8",512,10.38
"AREA#020061809","020061809",6,18,9,"6_18_9",395,10.48
"AREA#020061901","020061901",6,19,1,"6_19_1",385,10.6
"AREA#020061902","020061902",6,19,2,"6_19_2",641,10.73
"AREA#020061903","020061903",6,19,3,"6_19_3",605,10.51
"AREA#020061904","020061904",6,19,4,"6_19_4",453,10.14
"AREA#020061905","020061905",6,19,5,"6_19_5",306,9.76
"AREA#020061906","020061906",6,19,6,"6_19_6",439,10.68
"AREA#020061907","020061907",6,19,7,"6_19_7",444,9.85
"AREA#020061908","020061908",6,19,8,"6_19_8",431,10.25
"AREA#020062001","020062001",6,20,1,"6_20_1",214,9.97
"AREA#020062002","020062002",6,20,2,"6_20_2",258,10.41
"AREA#020062003","020062003",6,20,3,"6_20_3",447,10.49
"AREA#020062004","020062004",6,20,4,"6_20_4",256,10.52
"AREA#020062005","020062005",6,20,5,"6_20_5",384,10.26
"AREA#020062006","020062006",6,20,6,"6_20_6",380,10.75
"AREA#020062007","020062007",6,20,7,"6_20_7",254,9.96
"AREA#020062008","020062008",6,20,8,"6_20_8",483,9.88
"AREA#020062009","020062009",6,20,9,"6_20_9",317,10.05
"AREA#020062010","020062010",6,20,10,"6_20_10",385,9.81
"AREA#020062101","020062101",6,21,1,"6_21_1",293,9.84
"AREA#020062102","020062102",6,21,2,"6_21_2",452,10.3
"AREA#020062103","020062103",6,21,3,"6_21_3",454,10
"AREA#020062104","020062104",6,21,4,"6_21_4",262,9.11
"AREA#020062105","020062105",6,21,5,"6_21_5",330,10.35
"AREA#020062106","020062106",6,21,6,"6_21_6",232,9.61
"AREA#020062107","020062107",6,21,7,"6_21_7",380,9.13
"AREA#020062108","020062108",6,21,8,"6_21_8",467,10.06
"AREA#020062109","020062109",6,21,9,"6_21_9",294,10.06
"AREA#020062110","020062110",6,21,10,"6_21_10",368,9.65
"AREA#020062111","020062111",6,21,11,"6_21_11",390,9.17
"AREA#020070101","020070101",7,1,1,"7_1_1",224,7.46
"AREA#020070102","020070102",7,1,2,"7_1_2",307,6.85
"AREA#020070103","020070103",7,1,3,"7_1_3",317,7.49
"AREA#020070104","020070104",7,1,4,"7_1_4",256,7.02
"AREA#020070105","020070105",7,1,5,"7_1_5",172,6.62
"AREA#020070106","020070106",7,1,6,"7_1_6",269,6.98
"AREA#020070107","020070107",7,1,7,"7_1_7",185,6.68
"AREA#020070108","020070108",7,1,8,"7_1_8",320,8.24
"AREA#020070109","020070109",7,1,9,"7_1_9",291,7.59
"AREA#020070110","020070110",7,1,10,"7_1_10",421,8.88
"AREA#020070201","020070201",7,2,1,"7_2_1",289,8.4
"AREA#020070202","020070202",7,2,2,"7_2_2",370,8.28
"AREA#020070203","020070203",7,2,3,"7_2_3",304,8
"AREA#020070204","020070204",7,2,4,"7_2_4",661,8.02
"AREA#020070205","020070205",7,2,5,"7_2_5",360,7.97
"AREA#020070206","020070206",7,2,6,"7_2_6",398,7.62
"AREA#020070207","020070207",7,2,7,"7_2_7",245,7.92
"AREA#020070208","020070208",7,2,8,"7_2_8",298,8.47
"AREA#020070209","020070209",7,2,9,"7_2_9",394,8.49
"AREA#020070301","020070301",7,3,1,"7_3_1",301,9.03
"AREA#020070302","020070302",7,3,2,"7_3_2",381,9.08
"AREA#020070303","020070303",7,3,3,"7_3_3",478,8.88
"AREA#020070304","020070304",7,3,4,"7_3_4",397,8.54
"AREA#020070305","020070305",7,3,5,"7_3_5",309,9.46
"AREA#020070306","020070306",7,3,6,"7_3_6",339,8.93
"AREA#020070307","020070307",7,3,7,"7_3_7",448,9.4
"AREA#020070308","020070308",7,3,8,"7_3_8",309,8.77
"AREA#020070309","020070309",7,3,9,"7_3_9",273,8.12
"AREA#020070310","020070310",7,3,10,"7_3_10",426,9.14
"AREA#020070401","020070401",7,4,1,"7_4_1",534,8.2
"AREA#020070402","020070402",7,4,2,"7_4_2",334,8.75
"AREA#020070403","020070403",7,4,3,"7_4_3",450,10.48
"AREA#020070404","020070404",7,4,4,"7_4_4",560,10.02
"AREA#020070405","020070405",7,4,5,"7_4_5",397,10.3
"AREA#020070406","020070406",7,4,6,"7_4_6",436,9.72
"AREA#020070407","020070407",7,4,7,"7_4_7",472,9.32
"AREA#020070408","020070408",7,4,8,"7_4_8",396,10.68
"AREA#020070409","020070409",7,4,9,"7_4_9",223,8.03
"AREA#020070410","020070410",7,4,10,"7_4_10",367,9.75
"AREA#020070501","020070501",7,5,1,"7_5_1",341,10.03
"AREA#020070502","020070502",7,5,2,"7_5_2",245,9.5
"AREA#020070503","020070503",7,5,3,"7_5_3",334,9.19
"AREA#020070504","020070504",7,5,4,"7_5_4",457,9.62
"AREA#020070505","020070505",7,5,5,"7_5_5",462,9.15
"AREA#020070506","020070506",7,5,6,"7_5_6",270,9.28
"AREA#020070507","020070507",7,5,7,"7_5_7",269,8.93
"AREA#020070508","020070508",7,5,8,"7_5_8",345,8.25
"AREA#020070509","020070509",7,5,9,"7_5_9",461,8.67
"AREA#020070601","020070601",7,6,1,"7_6_1",373,9.53
"AREA#020070602","020070602",7,6,2,"7_6_2",301,8.45
"AREA#020070603","020070603",7,6,3,"7_6_3",243,8.32
"AREA#020070604","020070604",7,6,4,"7_6_4",309,8.06
"AREA#020070605","020070605",7,6,5,"7_6_5",415,8.31
"AREA#020070606","020070606",7,6,6,"7_6_6",394,8.76
"AREA#020070607","020070607",7,6,7,"7_6_7",379,9.98
"AREA#020070608","020070608",7,6,8,"7_6_8",202,8.59
"AREA#020070609","020070609",7,6,9,"7_6_9",290,9.7
"AREA#020070701","020070701",7,7,1,"7_7_1",246,8.01
"AREA#020070702","020070702",7,7,2,"7_7_2",206,7.72
"AREA#020070703","020070703",7,7,3,"7_7_3",409,9.13
"AREA#020070704","020070704",7,7,4,"7_7_4",268,8.65
"AREA#020070705","020070705",7,7,5,"7_7_5",288,8.81
"AREA#020070706","020070706",7,7,6,"7_7_6",366,8.81
"AREA#020070707","020070707",7,7,7,"7_7_7",250,8.58
"AREA#020070708","020070708",7,7,8,"7_7_8",220,8.61
"AREA#020070709","020070709",7,7,9,"7_7_9",410,7.97
"AREA#020070710","020070710",7,7,10,"7_7_10",355,9.29
"AREA#020070711","020070711",7,7,11,"7_7_11",282,8.94
"AREA#020070801","020070801",7,8,1,"7_8_1",327,8.55
"AREA#020070802","020070802",7,8,2,"7_8_2",358,9.32
"AREA#020070803","020070803",7,8,3,"7_8_3",248,9.15
"AREA#020070804","020070804",7,8,4,"7_8_4",359,9.27
"AREA#020070805","020070805",7,8,5,"7_8_5",393,8.49
"AREA#020070806","020070806",7,8,6,"7_8_6",373,8.84
"AREA#020070807","020070807",7,8,7,"7_8_7",319,9.56
"AREA#020070808","020070808",7,8,8,"7_8_8",369,8.86
"AREA#020070901","020070901",7,9,1,"7_9_1",260,9.67
"AREA#020070902","020070902",7,9,2,"7_9_2",277,9.34
"AREA#020070903","020070903",7,9,3,"7_9_3",227,8.97
"AREA#020070904","020070904",7,9,4,"7_9_4",415,9.46
"AREA#020070905","020070905",7,9,5,"7_9_5",198,9.14
"AREA#020070906","020070906",7,9,6,"7_9_6",357,9.07
"AREA#020070907","020070907",7,9,7,"7_9_7",330,9.12
"AREA#020070908","020070908",7,9,8,"7_9_8",400,8.86
"AREA#020070909","020070909",7,9,9,"7_9_9",298,8.24
"AREA#020070910","020070910",7,9,10,"7_9_10",308,8.58
"AREA#020070911","020070911",7,9,11,"7_9_11",263,8.4
"AREA#020071001","020071001",7,10,1,"7_10_1",303,9.52
"AREA#020071002","020071002",7,10,2,"7_10_2",185,9.21
"AREA#020071003","020071003",7,10,3,"7_10_3",255,9.71
"AREA#020071004","020071004",7,10,4,"7_10_4",295,9.32
"AREA#020071005","020071005",7,10,5,"7_10_5",241,9.48
"AREA#020071006","020071006",7,10,6,"7_10_6",352,9.76
"AREA#020071007","020071007",7,10,7,"7_10_7",339,9.31
"AREA#020071008","020071008",7,10,8,"7_10_8",428,9.68
"AREA#020071009","020071009",7,10,9,"7_10_9",307,9.22
"AREA#020071010","020071010",7,10,10,"7_10_10",334,9.52
"AREA#020071101","020071101",7,11,1,"7_11_1",320,8.53
"AREA#020071102","020071102",7,11,2,"7_11_2",402,10.01
"AREA#020071103","020071103",7,11,3,"7_11_3",367,9.23
"AREA#020071104","020071104",7,11,4,"7_11_4",380,9.91
"AREA#020071105","020071105",7,11,5,"7_11_5",229,10.31
"AREA#020071106","020071106",7,11,6,"7_11_6",268,10.36
"AREA#020071107","020071107",7,11,7,"7_11_7",497,10.02
"AREA#020071108","020071108",7,11,8,"7_11_8",452,9.76
"AREA#020071109","020071109",7,11,9,"7_11_9",367,9.87
"AREA#020071110","020071110",7,11,10,"7_11_10",249,9.44
"AREA#020071201","020071201",7,12,1,"7_12_1",423,9.57
"AREA#020071202","020071202",7,12,2,"7_12_2",218,8.74
"AREA#020071203","020071203",7,12,3,"7_12_3",282,8.31
"AREA#020071204","020071204",7,12,4,"7_12_4",319,9.21
"AREA#020071205","020071205",7,12,5,"7_12_5",297,8.33
"AREA#020071206","020071206",7,12,6,"7_12_6",304,9.03
"AREA#020071207","020071207",7,12,7,"7_12_7",218,8.29
"AREA#020071208","020071208",7,12,8,"7_12_8",213,7.17
"AREA#020071209","020071209",7,12,9,"7_12_9",290,7.84
"AREA#020071301","020071301",7,13,1,"7_13_1",320,8.42
"AREA#020071302","020071302",7,13,2,"7_13_2",294,9.39
"AREA#020071303","020071303",7,13,3,"7_13_3",417,9.73
"AREA#020071304","020071304",7,13,4,"7_13_4",216,9.42
"AREA#020071305","020071305",7,13,5,"7_13_5",329,9.42
"AREA#020071306","020071306",7,13,6,"7_13_6",265,9.53
"AREA#020071307","020071307",7,13,7,"7_13_7",203,8.1
"AREA#020071308","020071308",7,13,8,"7_13_8",194,7.59
"AREA#020071309","020071309",7,13,9,"7_13_9",166,8.88
"AREA#020071310","020071310",7,13,10,"7_13_10",193,10.45
"AREA#020071311","020071311",7,13,11,"7_13_11",253,9.36
"AREA#020071312","020071312",7,13,12,"7_13_12",222,8.16
"AREA#020071313","020071313",7,13,13,"7_13_13",196,8.79
"AREA#020071314","020071314",7,13,14,"7_13_14",222,8.42
"AREA#020071315","020071315",7,13,15,"7_13_15",187,8.61
"AREA#020071401","020071401",7,14,1,"7_14_1",313,8.47
"AREA#020071402","020071402",7,14,2,"7_14_2",298,7.59
"AREA#020071403","020071403",7,14,3,"7_14_3",258,7.83
"AREA#020071404","020071404",7,14,4,"7_14_4",258,8.18
"AREA#020071405","020071405",7,14,5,"7_14_5",296,7.89
"AREA#020071406","020071406",7,14,6,"7_14_6",379,7.98
"AREA#020071407","020071407",7,14,7,"7_14_7",273,8
"AREA#020071408","020071408",7,14,8,"7_14_8",300,7.81
"AREA#020071409","020071409",7,14,9,"7_14_9",291,7.26
"AREA#020071410","020071410",7,14,10,"7_14_10",234,7.84
"AREA#020071411","020071411",7,14,11,"7_14_11",323,7.56
"AREA#020071412","020071412",7,14,12,"7_14_12",339,7.71
"AREA#020071413","020071413",7,14,13,"7_14_13",252,7.3
"AREA#020071501","020071501",7,15,1,"7_15_1",225,5.99
"AREA#020071502","020071502",7,15,2,"7_15_2",360,6.18
"AREA#020071503","020071503",7,15,3,"7_15_3",316,7.21
"AREA#020071504","020071504",7,15,4,"7_15_4",233,6.86
"AREA#020071505","020071505",7,15,5,"7_15_5",234,7.37
"AREA#020071506","020071506",7,15,6,"7_15_6",335,7.03
"AREA#020071507","020071507",7,15,7,"7_15_7",285,7.04
"AREA#020071508","020071508",7,15,8,"7_15_8",293,6.45
"AREA#020071509","020071509",7,15,9,"7_15_9",397,6.28
"AREA#020071510","020071510",7,15,10,"7_15_10",331,5.97
"AREA#020071511","020071511",7,15,11,"7_15_11",367,6.14
"AREA#020071601","020071601",7,16,1,"7_16_1",249,8.55
"AREA#020071602","020071602",7,16,2,"7_16_2",253,7.66
"AREA#020071603","020071603",7,16,3,"7_16_3",264,8.28
"AREA#020071604","020071604",7,16,4,"7_16_4",241,8.06
"AREA#020071605","020071605",7,16,5,"7_16_5",274,7.44
"AREA#020071606","020071606",7,16,6,"7_16_6",353,7.68
"AREA#020071607","020071607",7,16,7,"7_16_7",320,7.17
"AREA#020071608","020071608",7,16,8,"7_16_8",354,6.16
"AREA#020071609","020071609",7,16,9,"7_16_9",335,6.38
"AREA#020071701","020071701",7,17,1,"7_17_1",439,3.75
"AREA#020071702","020071702",7,17,2,"7_17_2",501,3.93
"AREA#020071703","020071703",7,17,3,"7_17_3",421,4.15
"AREA#020071704","020071704",7,17,4,"7_17_4",510,4.07
"AREA#020071705","020071705",7,17,5,"7_17_5",268,4.08
"AREA#020071706","020071706",7,17,6,"7_17_6",375,4.09
"AREA#020071707","020071707",7,17,7,"7_17_7",765,3.84
"AREA#020071708","020071708",7,17,8,"7_17_8",338,4.19
"AREA#020071709","020071709",7,17,9,"7_17_9",618,4.37
"AREA#020071710","020071710",7,17,10,"7_17_10",500,4.15
"AREA#020071711","020071711",7,17,11,"7_17_11",190,4.31
"AREA#020071801","020071801",7,18,1,"7_18_1",395,3.65
"AREA#020071802","020071802",7,18,2,"7_18_2",124,3.81
"AREA#020071803","020071803",7,18,3,"7_18_3",288,4.06
"AREA#020071804","020071804",7,18,4,"7_18_4",254,4.45
"AREA#020071805","020071805",7,18,5,"7_18_5",292,4.13
"AREA#020071806","020071806",7,18,6,"7_18_6",486,3.82
"AREA#020071807","020071807",7,18,7,"7_18_7",286,4.42
"AREA#020071808","020071808",7,18,8,"7_18_8",247,4.8
"AREA#020071809","020071809",7,18,9,"7_18_9",377,4.08
"AREA#020071810","020071810",7,18,10,"7_18_10",414,3.59
"AREA#020071811","020071811",7,18,11,"7_18_11",403,4.09
"AREA#020071901","020071901",7,19,1,"7_19_1",275,4.82
"AREA#020071902","020071902",7,19,2,"7_19_2",507,5.22
"AREA#020071903","020071903",7,19,3,"7_19_3",363,4.61
"AREA#020071904","020071904",7,19,4,"7_19_4",456,4.98
"AREA#020071905","020071905",7,19,5,"7_19_5",392,4.66
"AREA#020071906","020071906",7,19,6,"7_19_6",440,4.27
"AREA#020072001","020072001",7,20,1,"7_20_1",380,8.16
"AREA#020072002","020072002",7,20,2,"7_20_2",192,7.99
"AREA#020072003","020072003",7,20,3,"7_20_3",259,8.66
"AREA#020072004","020072004",7,20,4,"7_20_4",191,6.38
"AREA#020072005","020072005",7,20,5,"7_20_5",278,7.35
"AREA#020072006","020072006",7,20,6,"7_20_6",283,7.35
"AREA#020072007","020072007",7,20,7,"7_20_7",280,6.97
"AREA#020072008","020072008",7,20,8,"7_20_8",441,7.1
"AREA#020072009","020072009",7,20,9,"7_20_9",303,6.54
"AREA#020072010","020072010",7,20,10,"7_20_10",376,5.71
"AREA#020072011","020072011",7,20,11,"7_20_11",363,6.36
"AREA#020072012","020072012",7,20,12,"7_20_12",223,6.5
"AREA#020072013","020072013",7,20,13,"7_20_13",575,7.01
"AREA#020072101","020072101",7,21,1,"7_21_1",425,9.07
"AREA#020072102","020072102",7,21,2,"7_21_2",467,9.96
"AREA#020072103","020072103",7,21,3,"7_21_3",433,9.68
"AREA#020072104","020072104",7,21,4,"7_21_4",241,10.56
"AREA#020072105","020072105",7,21,5,"7_21_5",251,10
"AREA#020072106","020072106",7,21,6,"7_21_6",423,10.1
"AREA#020072107","020072107",7,21,7,"7_21_7",304,9.15
"AREA#020072108","020072108",7,21,8,"7_21_8",176,8.44
"AREA#020072109","020072109",7,21,9,"7_21_9",307,8.84
"AREA#020072110","020072110",7,21,10,"7_21_10",376,9.15
"AREA#020072111","020072111",7,21,11,"7_21_11",339,8.68
"AREA#020072112","020072112",7,21,12,"7_21_12",314,9.1
"AREA#020072201","020072201",7,22,1,"7_22_1",297,9.86
"AREA#020072202","020072202",7,22,2,"7_22_2",365,9.8
"AREA#020072203","020072203",7,22,3,"7_22_3",361,9.6
"AREA#020072204","020072204",7,22,4,"7_22_4",378,9.67
"AREA#020072205","020072205",7,22,5,"7_22_5",387,9.4
"AREA#020072206","020072206",7,22,6,"7_22_6",365,9.3
"AREA#020072207","020072207",7,22,7,"7_22_7",221,9.24
"AREA#020072208","020072208",7,22,8,"7_22_8",235,9.43
"AREA#020072209","020072209",7,22,9,"7_22_9",224,9.38
"AREA#020072210","020072210",7,22,10,"7_22_10",268,8.26
"AREA#020072211","020072211",7,22,11,"7_22_11",286,9.1
"AREA#020072212","020072212",7,22,12,"7_22_12",256,8.73
"AREA#020072213","020072213",7,22,13,"7_22_13",289,9.21
"AREA#020072301","020072301",7,23,1,"7_23_1",303,8.75
"AREA#020072302","020072302",7,23,2,"7_23_2",389,9.55
"AREA#020072303","020072303",7,23,3,"7_23_3",318,10.2
"AREA#020072304","020072304",7,23,4,"7_23_4",272,9.43
"AREA#020072305","020072305",7,23,5,"7_23_5",290,8.64
"AREA#020072306","020072306",7,23,6,"7_23_6",277,8.34
"AREA#020072307","020072307",7,23,7,"7_23_7",314,8.05
"AREA#020072308","020072308",7,23,8,"7_23_8",322,8.45
"AREA#020072309","020072309",7,23,9,"7_23_9",289,8.36
"AREA#020072401","020072401",7,24,1,"7_24_1",345,7.86
"AREA#020072402","020072402",7,24,2,"7_24_2",318,7.9
"AREA#020072403","020072403",7,24,3,"7_24_3",384,7.59
"AREA#020072404","020072404",7,24,4,"7_24_4",379,7.72
"AREA#020072405","020072405",7,24,5,"7_24_5",344,7.87
"AREA#020072406","020072406",7,24,6,"7_24_6",371,7.87
"AREA#020072407","020072407",7,24,7,"7_24_7",289,8.03
"AREA#020072408","020072408",7,24,8,"7_24_8",331,7.36
"AREA#020072409","020072409",7,24,9,"7_24_9",341,7.67
"AREA#020072410","020072410",7,24,10,"7_24_10",323,7.3
"AREA#020072411","020072411",7,24,11,"7_24_11",372,7.29
"AREA#020080101","020080101",8,1,1,"8_1_1",331,4.2
"AREA#020080102","020080102",8,1,2,"8_1_2",517,4.63
"AREA#020080103","020080103",8,1,3,"8_1_3",351,3.52
"AREA#020080104","020080104",8,1,4,"8_1_4",482,3.17
