;;;
;;;
;;;
0;23;5;5
1;428;95;100
Total;451;100;100
;;;
AREA # 020132809;3010;;
;;;
Categorías;Casos;%;Acumulado %
0;30;8;8
1;363;92;100
Total;393;100;100
;;;
AREA # 020132810;3011;;
;;;
Categorías;Casos;%;Acumulado %
0;20;7;7
1;253;93;100
Total;273;100;100
;;;
AREA # 020132901;3012;;
;;;
Categorías;Casos;%;Acumulado %
0;28;10;10
1;247;90;100
Total;275;100;100
;;;
AREA # 020132902;3013;;
;;;
Categorías;Casos;%;Acumulado %
0;17;6;6
1;264;94;100
Total;281;100;100
;;;
AREA # 020132903;3014;;
;;;
Categorías;Casos;%;Acumulado %
0;21;9;9
1;226;92;100
Total;247;100;100
;;;
AREA # 020132904;3015;;
;;;
Categorías;Casos;%;Acumulado %
0;29;8;8
1;354;92;100
Total;383;100;100
;;;
AREA # 020132905;3016;;
;;;
Categorías;Casos;%;Acumulado %
0;23;8;8
1;258;92;100
Total;281;100;100
;;;
AREA # 020132906;3017;;
;;;
Categorías;Casos;%;Acumulado %
0;24;7;7
1;306;93;100
Total;330;100;100
;;;
AREA # 020132907;3018;;
;;;
Categorías;Casos;%;Acumulado %
0;31;9;9
1;325;91;100
Total;356;100;100
;;;
AREA # 020132908;3019;;
;;;
Categorías;Casos;%;Acumulado %
0;22;5;5
1;398;95;100
Total;420;100;100
;;;
AREA # 020132909;3020;;
;;;
Categorías;Casos;%;Acumulado %
0;7;3;3
1;201;97;100
Total;208;100;100
;;;
AREA # 020132910;3021;;
;;;
Categorías;Casos;%;Acumulado %
0;8;3;3
1;250;97;100
Total;258;100;100
;;;
AREA # 020132911;3022;;
;;;
Categorías;Casos;%;Acumulado %
0;27;8;8
1;303;92;100
Total;330;100;100
;;;
AREA # 020140101;3023;;
;;;
Categorías;Casos;%;Acumulado %
0;18;9;9
1;192;91;100
Total;210;100;100
;;;
AREA # 020140102;3024;;
;;;
Categorías;Casos;%;Acumulado %
0;53;21;21
1;202;79;100
Total;255;100;100
;;;
AREA # 020140103;3025;;
;;;
Categorías;Casos;%;Acumulado %
0;36;9;9
1;364;91;100
Total;400;100;100
;;;
AREA # 020140104;3026;;
;;;
Categorías;Casos;%;Acumulado %
0;36;10;10
1;326;90;100
Total;362;100;100
;;;
AREA # 020140105;3027;;
;;;
Categorías;Casos;%;Acumulado %
0;49;8;8
1;536;92;100
Total;585;100;100
;;;
AREA # 020140106;3028;;
;;;
Categorías;Casos;%;Acumulado %
0;29;7;7
1;417;94;100
Total;446;100;100
;;;
AREA # 020140107;3029;;
;;;
Categorías;Casos;%;Acumulado %
0;34;9;9
1;333;91;100
Total;367;100;100
;;;
AREA # 020140108;3030;;
;;;
Categorías;Casos;%;Acumulado %
0;43;14;14
1;258;86;100
Total;301;100;100
;;;
AREA # 020140109;3031;;
;;;
Categorías;Casos;%;Acumulado %
0;34;9;9
1;364;91;100
Total;398;100;100
;;;
AREA # 020140110;3032;;
;;;
Categorías;Casos;%;Acumulado %
0;32;7;7
1;430;93;100
Total;462;100;100
;;;
AREA # 020140201;3033;;
;;;
Categorías;Casos;%;Acumulado %
0;64;13;13
1;441;87;100
Total;505;100;100
;;;
AREA # 020140202;3034;;
;;;
Categorías;Casos;%;Acumulado %
0;24;9;9
1;247;91;100
Total;271;100;100
;;;
AREA # 020140203;3035;;
;;;
Categorías;Casos;%;Acumulado %
0;33;9;9
1;316;91;100
Total;349;100;100
;;;
AREA # 020140204;3036;;
;;;
Categorías;Casos;%;Acumulado %
0;30;9;9
1;290;91;100
Total;320;100;100
;;;
AREA # 020140205;3037;;
;;;
Categorías;Casos;%;Acumulado %
0;29;9;9
1;311;91;100
Total;340;100;100
;;;
AREA # 020140206;3038;;
;;;
Categorías;Casos;%;Acumulado %
0;25;9;9
1;243;91;100
Total;268;100;100
;;;
AREA # 020140207;3039;;
;;;
Categorías;Casos;%;Acumulado %
0;29;9;9
1;288;91;100
Total;317;100;100
;;;
AREA # 020140208;3040;;
;;;
Categorías;Casos;%;Acumulado %
0;35;9;9
1;367;91;100
Total;402;100;100
;;;
AREA # 020140209;3041;;
;;;
Categorías;Casos;%;Acumulado %
0;31;8;8
1;349;92;100
Total;380;100;100
;;;
AREA # 020140210;3042;;
;;;
Categorías;Casos;%;Acumulado %
0;45;9;9
1;429;91;100
Total;474;100;100
;;;
AREA # 020140301;3043;;
;;;
Categorías;Casos;%;Acumulado %
0;83;11;11
1;675;89;100
Total;758;100;100
;;;
AREA # 020140302;3044;;
;;;
Categorías;Casos;%;Acumulado %
0;22;10;10
1;204;90;100
Total;226;100;100
;;;
AREA # 020140303;3045;;
;;;
Categorías;Casos;%;Acumulado %
0;16;7;7
1;210;93;100
Total;226;100;100
;;;
AREA # 020140304;3046;;
;;;
Categorías;Casos;%;Acumulado %
0;33;11;11
1;264;89;100
Total;297;100;100
;;;
AREA # 020140305;3047;;
;;;
Categorías;Casos;%;Acumulado %
0;43;11;11
1;364;89;100
Total;407;100;100
;;;
AREA # 020140306;3048;;
;;;
Categorías;Casos;%;Acumulado %
0;13;8;8
1;151;92;100
Total;164;100;100
;;;
AREA # 020140307;3049;;
;;;
Categorías;Casos;%;Acumulado %
0;25;8;8
1;272;92;100
Total;297;100;100
;;;
AREA # 020140308;3050;;
;;;
Categorías;Casos;%;Acumulado %
0;46;11;11
1;384;89;100
Total;430;100;100
;;;
AREA # 020140309;3051;;
;;;
Categorías;Casos;%;Acumulado %
0;42;9;9
1;414;91;100
Total;456;100;100
;;;
AREA # 020140310;3052;;
;;;
Categorías;Casos;%;Acumulado %
0;28;9;9
1;280;91;100
Total;308;100;100
;;;
AREA # 020140311;3053;;
;;;
Categorías;Casos;%;Acumulado %
0;30;9;9
1;317;91;100
Total;347;100;100
;;;
AREA # 020140312;3054;;
;;;
Categorías;Casos;%;Acumulado %
0;32;10;10
1;273;90;100
Total;305;100;100
;;;
AREA # 020140401;3055;;
;;;
Categorías;Casos;%;Acumulado %
0;59;14;14
1;354;86;100
Total;413;100;100
;;;
AREA # 020140402;3056;;
;;;
Categorías;Casos;%;Acumulado %
0;22;10;10
1;199;90;100
Total;221;100;100
;;;
AREA # 020140403;3057;;
;;;
Categorías;Casos;%;Acumulado %
0;18;8;8
1;202;92;100
Total;220;100;100
;;;
AREA # 020140404;3058;;
;;;
Categorías;Casos;%;Acumulado %
0;33;11;11
1;260;89;100
Total;293;100;100
;;;
AREA # 020140405;3059;;
;;;
Categorías;Casos;%;Acumulado %
0;26;7;7
1;359;93;100
Total;385;100;100
;;;
AREA # 020140406;3060;;
;;;
Categorías;Casos;%;Acumulado %
0;46;10;10
1;415;90;100
Total;461;100;100
;;;
AREA # 020140407;3061;;
;;;
Categorías;Casos;%;Acumulado %
0;29;7;7
1;404;93;100
Total;433;100;100
;;;
AREA # 020140408;3062;;
;;;
Categorías;Casos;%;Acumulado %
0;54;11;11
1;430;89;100
Total;484;100;100
;;;
AREA # 020140409;3063;;
;;;
Categorías;Casos;%;Acumulado %
0;52;12;12
1;383;88;100
Total;435;100;100
;;;
AREA # 020140410;3064;;
;;;
Categorías;Casos;%;Acumulado %
0;77;11;11
1;621;89;100
Total;698;100;100
;;;
AREA # 020140501;3065;;
;;;
Categorías;Casos;%;Acumulado %
0;21;6;6
1;336;94;100
Total;357;100;100
;;;
AREA # 020140502;3066;;
;;;
Categorías;Casos;%;Acumulado %
0;26;7;7
1;344;93;100
Total;370;100;100
;;;
AREA # 020140503;3067;;
;;;
Categorías;Casos;%;Acumulado %
0;42;10;10
1;374;90;100
Total;416;100;100
;;;
AREA # 020140504;3068;;
;;;
Categorías;Casos;%;Acumulado %
0;22;8;8
1;263;92;100
Total;285;100;100
;;;
AREA # 020140505;3069;;
;;;
Categorías;Casos;%;Acumulado %
0;41;8;8
1;468;92;100
Total;509;100;100
;;;
AREA # 020140506;3070;;
;;;
Categorías;Casos;%;Acumulado %
0;23;8;8
1;254;92;100
Total;277;100;100
;;;
AREA # 020140507;3071;;
;;;
Categorías;Casos;%;Acumulado %
0;27;11;11
1;211;89;100
Total;238;100;100
;;;
AREA # 020140508;3072;;
;;;
Categorías;Casos;%;Acumulado %
0;24;13;13
1;167;87;100
Total;191;100;100
;;;
AREA # 020140509;3073;;
;;;
Categorías;Casos;%;Acumulado %
0;35;7;7
1;467;93;100
Total;502;100;100
;;;
AREA # 020140510;3074;;
;;;
Categorías;Casos;%;Acumulado %
0;26;5;5
1;520;95;100
Total;546;100;100
;;;
AREA # 020140601;3075;;
;;;
Categorías;Casos;%;Acumulado %
0;43;8;8
1;470;92;100
Total;513;100;100
;;;
AREA # 020140602;3076;;
;;;
Categorías;Casos;%;Acumulado %
0;61;15;15
1;340;85;100
Total;401;100;100
;;;
AREA # 020140603;3077;;
;;;
Categorías;Casos;%;Acumulado %
0;54;14;14
1;328;86;100
Total;382;100;100
;;;
AREA # 020140604;3078;;
;;;
Categorías;Casos;%;Acumulado %
0;41;11;11
1;321;89;100
Total;362;100;100
;;;
AREA # 020140605;3079;;
;;;
Categorías;Casos;%;Acumulado %
0;42;11;11
1;345;89;100
Total;387;100;100
;;;
AREA # 020140606;3080;;
;;;
Categorías;Casos;%;Acumulado %
0;63;12;12
1;448;88;100
Total;511;100;100
;;;
AREA # 020140607;3081;;
;;;
Categorías;Casos;%;Acumulado %
0;31;9;9
1;328;91;100
Total;359;100;100
;;;
AREA # 020140608;3082;;
;;;
Categorías;Casos;%;Acumulado %
0;33;13;13
1;220;87;100
Total;253;100;100
;;;
AREA # 020140609;3083;;
;;;
Categorías;Casos;%;Acumulado %
0;37;9;9
1;365;91;100
Total;402;100;100
;;;
AREA # 020140610;3084;;
;;;
Categorías;Casos;%;Acumulado %
0;17;8;8
1;196;92;100
Total;213;100;100
;;;
AREA # 020140701;3085;;
;;;
Categorías;Casos;%;Acumulado %
0;71;19;19
1;304;81;100
Total;375;100;100
;;;
AREA # 020140702;3086;;
;;;
Categorías;Casos;%;Acumulado %
0;63;15;15
1;348;85;100
Total;411;100;100
;;;
AREA # 020140703;3087;;
;;;
Categorías;Casos;%;Acumulado %
0;28;10;10
1;264;90;100
Total;292;100;100
;;;
AREA # 020140704;3088;;
;;;
Categorías;Casos;%;Acumulado %
0;19;5;5
1;383;95;100
Total;402;100;100
;;;
AREA # 020140705;3089;;
;;;
Categorías;Casos;%;Acumulado %
0;53;20;20
1;209;80;100
Total;262;100;100
;;;
AREA # 020140706;3090;;
;;;
Categorías;Casos;%;Acumulado %
0;52;17;17
1;250;83;100
Total;302;100;100
;;;
AREA # 020140707;3091;;
;;;
Categorías;Casos;%;Acumulado %
0;30;12;12
1;213;88;100
Total;243;100;100
;;;
AREA # 020140708;3092;;
;;;
Categorías;Casos;%;Acumulado %
0;29;12;12
1;212;88;100
Total;241;100;100
;;;
AREA # 020140709;3093;;
;;;
Categorías;Casos;%;Acumulado %
0;48;17;17
1;229;83;100
Total;277;100;100
;;;
AREA # 020140801;3094;;
;;;
Categorías;Casos;%;Acumulado %
0;39;11;11
1;328;89;100
Total;367;100;100
;;;
AREA # 020140802;3095;;
;;;
Categorías;Casos;%;Acumulado %
0;38;13;13
1;252;87;100
Total;290;100;100
;;;
AREA # 020140803;3096;;
;;;
Categorías;Casos;%;Acumulado %
0;22;13;13
1;148;87;100
Total;170;100;100
;;;
AREA # 020140804;3097;;
;;;
Categorías;Casos;%;Acumulado %
0;30;12;12
1;215;88;100
Total;245;100;100
;;;
AREA # 020140805;3098;;
;;;
Categorías;Casos;%;Acumulado %
0;48;10;10
1;435;90;100
Total;483;100;100
;;;
AREA # 020140806;3099;;
;;;
Categorías;Casos;%;Acumulado %
0;50;11;11
1;419;89;100
Total;469;100;100
;;;
AREA # 020140807;3100;;
;;;
Categorías;Casos;%;Acumulado %
0;39;13;13
1;262;87;100
Total;301;100;100
;;;
AREA # 020140808;3101;;
;;;
Categorías;Casos;%;Acumulado %
0;49;16;16
1;257;84;100
Total;306;100;100
;;;
AREA # 020140809;3102;;
;;;
Categorías;Casos;%;Acumulado %
0;76;16;16
1;401;84;100
Total;477;100;100
;;;
AREA # 020140901;3103;;
;;;
Categorías;Casos;%;Acumulado %
0;42;9;9
1;449;91;100
Total;491;100;100
;;;
AREA # 020140902;3104;;
;;;
Categorías;Casos;%;Acumulado %
0;16;5;5
1;287;95;100
Total;303;100;100
;;;
AREA # 020140903;3105;;
;;;
Categorías;Casos;%;Acumulado %
0;52;10;10
1;473;90;100
Total;525;100;100
;;;
AREA # 020140904;3106;;
;;;
Categorías;Casos;%;Acumulado %
0;45;8;8
1;492;92;100
Total;537;100;100
;;;
AREA # 020140905;3107;;
;;;
Categorías;Casos;%;Acumulado %
0;17;9;9
1;181;91;100
Total;198;100;100
;;;
AREA # 020140906;3108;;
;;;
Categorías;Casos;%;Acumulado %
0;22;7;7
1;274;93;100
Total;296;100;100
;;;
AREA # 020140907;3109;;
;;;
Categorías;Casos;%;Acumulado %
0;26;10;10
1;239;90;100
Total;265;100;100
;;;
AREA # 020140908;3110;;
;;;
Categorías;Casos;%;Acumulado %
0;37;9;9
1;354;91;100
Total;391;100;100
;;;
AREA # 020140909;3111;;
;;;
Categorías;Casos;%;Acumulado %
0;38;10;10
1;325;90;100
Total;363;100;100
;;;
AREA # 020140910;3112;;
;;;
Categorías;Casos;%;Acumulado %
0;43;9;9
1;419;91;100
Total;462;100;100
;;;
AREA # 020140911;3113;;
;;;
Categorías;Casos;%;Acumulado %
0;37;9;9
1;358;91;100
Total;395;100;100
;;;
AREA # 020140912;3114;;
;;;
Categorías;Casos;%;Acumulado %
0;53;13;13
1;366;87;100
Total;419;100;100
;;;
AREA # 020140913;3115;;
;;;
Categorías;Casos;%;Acumulado %
0;40;11;11
1;312;89;100
Total;352;100;100
;;;
AREA # 020141001;3116;;
;;;
Categorías;Casos;%;Acumulado %
0;2;29;29
1;5;71;100
Total;7;100;100
;;;
AREA # 020141101;3117;;
;;;
Categorías;Casos;%;Acumulado %
0;31;11;11
1;255;89;100
Total;286;100;100
;;;
AREA # 020141102;3118;;
;;;
Categorías;Casos;%;Acumulado %
0;57;12;12
1;411;88;100
Total;468;100;100
;;;
AREA # 020141103;3119;;
;;;
Categorías;Casos;%;Acumulado %
0;21;9;9
1;216;91;100
Total;237;100;100
;;;
AREA # 020141104;3120;;
;;;
Categorías;Casos;%;Acumulado %
0;36;13;13
1;243;87;100
Total;279;100;100
;;;
AREA # 020141105;3121;;
;;;
Categorías;Casos;%;Acumulado %
0;39;10;10
1;340;90;100
Total;379;100;100
;;;
AREA # 020141106;3122;;
;;;
Categorías;Casos;%;Acumulado %
0;31;9;9
1;322;91;100
Total;353;100;100
;;;
AREA # 020141107;3123;;
;;;
Categorías;Casos;%;Acumulado %
0;39;15;15
1;230;86;100
Total;269;100;100
;;;
AREA # 020141108;3124;;
;;;
Categorías;Casos;%;Acumulado %
0;83;16;16
1;447;84;100
Total;530;100;100
;;;
AREA # 020141109;3125;;
;;;
Categorías;Casos;%;Acumulado %
0;53;13;13
1;360;87;100
Total;413;100;100
;;;
AREA # 020141110;3126;;
;;;
Categorías;Casos;%;Acumulado %
0;29;14;14
1;181;86;100
Total;210;100;100
;;;
AREA # 020141111;3127;;
;;;
Categorías;Casos;%;Acumulado %
0;34;11;11
1;282;89;100
Total;316;100;100
;;;
AREA # 020141112;3128;;
;;;
Categorías;Casos;%;Acumulado %
0;58;16;16
1;306;84;100
Total;364;100;100
;;;
AREA # 020141113;3129;;
;;;
Categorías;Casos;%;Acumulado %
0;62;16;16
1;337;84;100
Total;399;100;100
;;;
AREA # 020141114;3130;;
;;;
Categorías;Casos;%;Acumulado %
0;31;13;13
1;200;87;100
Total;231;100;100
;;;
AREA # 020141201;3131;;
;;;
Categorías;Casos;%;Acumulado %
0;23;10;10
1;207;90;100
Total;230;100;100
;;;
AREA # 020141202;3132;;
;;;
Categorías;Casos;%;Acumulado %
0;47;12;12
1;337;88;100
Total;384;100;100
;;;
AREA # 020141203;3133;;
;;;
Categorías;Casos;%;Acumulado %
0;39;12;12
1;290;88;100
Total;329;100;100
;;;
AREA # 020141204;3134;;
;;;
Categorías;Casos;%;Acumulado %
0;54;16;16
1;293;84;100
Total;347;100;100
;;;
AREA # 020141205;3135;;
;;;
Categorías;Casos;%;Acumulado %
0;41;11;11
1;340;89;100
Total;381;100;100
;;;
AREA # 020141206;3136;;
;;;
Categorías;Casos;%;Acumulado %
0;33;12;12
1;232;88;100
Total;265;100;100
;;;
AREA # 020141207;3137;;
;;;
Categorías;Casos;%;Acumulado %
0;13;9;9
1;133;91;100
Total;146;100;100
;;;
AREA # 020141208;3138;;
;;;
Categorías;Casos;%;Acumulado %
0;19;10;10
1;169;90;100
Total;188;100;100
;;;
AREA # 020141209;3139;;
;;;
Categorías;Casos;%;Acumulado %
0;37;11;11
1;295;89;100
Total;332;100;100
;;;
AREA # 020141210;3140;;
;;;
Categorías;Casos;%;Acumulado %
0;49;14;14
1;303;86;100
Total;352;100;100
;;;
AREA # 020141211;3141;;
;;;
Categorías;Casos;%;Acumulado %
0;33;12;12
1;243;88;100
Total;276;100;100
;;;
AREA # 020141301;3142;;
;;;
Categorías;Casos;%;Acumulado %
0;67;25;25
1;200;75;100
Total;267;100;100
;;;
AREA # 020141302;3143;;
;;;
Categorías;Casos;%;Acumulado %
0;37;12;12
1;277;88;100
Total;314;100;100
;;;
AREA # 020141303;3144;;
;;;
Categorías;Casos;%;Acumulado %
0;39;10;10
1;367;90;100
Total;406;100;100
;;;
AREA # 020141304;3145;;
;;;
Categorías;Casos;%;Acumulado %
0;32;13;13
1;211;87;100
Total;243;100;100
;;;
AREA # 020141305;3146;;
;;;
Categorías;Casos;%;Acumulado %
0;35;11;11
1;270;89;100
Total;305;100;100
;;;
AREA # 020141306;3147;;
;;;
Categorías;Casos;%;Acumulado %
0;36;13;13
1;243;87;100
Total;279;100;100
;;;
AREA # 020141307;3148;;
;;;
Categorías;Casos;%;Acumulado %
0;32;21;21
1;119;79;100
Total;151;100;100
;;;
AREA # 020141308;3149;;
;;;
Categorías;Casos;%;Acumulado %
0;33;12;12
1;245;88;100
Total;278;100;100
;;;
AREA # 020141309;3150;;
;;;
Categorías;Casos;%;Acumulado %
0;43;13;13
1;296;87;100
Total;339;100;100
;;;
AREA # 020141310;3151;;
;;;
Categorías;Casos;%;Acumulado %
0;43;15;15
1;253;85;100
Total;296;100;100
;;;
AREA # 020141311;3152;;
;;;
Categorías;Casos;%;Acumulado %
0;29;11;11
1;234;89;100
Total;263;100;100
;;;
AREA # 020141312;3153;;
;;;
Categorías;Casos;%;Acumulado %
0;35;14;14
1;212;86;100
Total;247;100;100
;;;
AREA # 020141401;3154;;
;;;
Categorías;Casos;%;Acumulado %
0;59;13;13
1;403;87;100
Total;462;100;100
;;;
AREA # 020141402;3155;;
;;;
Categorías;Casos;%;Acumulado %
0;27;9;9
1;263;91;100
Total;290;100;100
;;;
AREA # 020141403;3156;;
;;;
Categorías;Casos;%;Acumulado %
0;38;11;11
1;320;89;100
Total;358;100;100
;;;
AREA # 020141404;3157;;
;;;
Categorías;Casos;%;Acumulado %
0;16;8;8
1;180;92;100
Total;196;100;100
;;;
AREA # 020141405;3158;;
;;;
Categorías;Casos;%;Acumulado %
0;32;16;16
1;165;84;100
Total;197;100;100
;;;
AREA # 020141406;3159;;
;;;
Categorías;Casos;%;Acumulado %
0;27;13;13
1;176;87;100
Total;203;100;100
;;;
AREA # 020141407;3160;;
;;;
Categorías;Casos;%;Acumulado %
0;16;8;8
1;195;92;100
Total;211;100;100
;;;
AREA # 020141408;3161;;
;;;
Categorías;Casos;%;Acumulado %
0;52;11;11
1;410;89;100
Total;462;100;100
;;;
AREA # 020141409;3162;;
;;;
Categorías;Casos;%;Acumulado %
0;59;12;12
1;424;88;100
Total;483;100;100
;;;
AREA # 020141410;3163;;
;;;
Categorías;Casos;%;Acumulado %
0;35;10;10
1;316;90;100
Total;351;100;100
;;;
AREA # 020141411;3164;;
;;;
Categorías;Casos;%;Acumulado %
0;40;10;10
1;371;90;100
Total;411;100;100
;;;
AREA # 020141501;3165;;
;;;
Categorías;Casos;%;Acumulado %
0;49;15;15
1;273;85;100
Total;322;100;100
;;;
AREA # 020141502;3166;;
;;;
Categorías;Casos;%;Acumulado %
0;50;14;14
1;301;86;100
Total;351;100;100
;;;
AREA # 020141503;3167;;
;;;
Categorías;Casos;%;Acumulado %
0;27;8;8
1;324;92;100
Total;351;100;100
;;;
AREA # 020141504;3168;;
;;;
Categorías;Casos;%;Acumulado %
0;32;8;8
1;348;92;100
Total;380;100;100
;;;
AREA # 020141505;3169;;
;;;
Categorías;Casos;%;Acumulado %
0;45;10;10
1;399;90;100
Total;444;100;100
;;;
AREA # 020141506;3170;;
;;;
Categorías;Casos;%;Acumulado %
0;63;14;14
1;378;86;100
Total;441;100;100
;;;
AREA # 020141507;3171;;
;;;
Categorías;Casos;%;Acumulado %
0;36;10;10
1;312;90;100
Total;348;100;100
;;;
AREA # 020141508;3172;;
;;;
Categorías;Casos;%;Acumulado %
0;95;11;11
1;794;89;100
Total;889;100;100
;;;
AREA # 020141601;3173;;
;;;
Categorías;Casos;%;Acumulado %
0;63;11;11
1;528;89;100
Total;591;100;100
;;;
AREA # 020141602;3174;;
;;;
Categorías;Casos;%;Acumulado %
0;41;12;12
1;290;88;100
Total;331;100;100
;;;
AREA # 020141603;3175;;
;;;
Categorías;Casos;%;Acumulado %
0;57;11;11
1;467;89;100
Total;524;100;100
;;;
AREA # 020141604;3176;;
;;;
Categorías;Casos;%;Acumulado %
0;45;11;11
1;352;89;100
Total;397;100;100
;;;
AREA # 020141605;3177;;
;;;
Categorías;Casos;%;Acumulado %
0;37;10;10
1;337;90;100
Total;374;100;100
;;;
AREA # 020141606;3178;;
;;;
Categorías;Casos;%;Acumulado %
0;8;7;7
1;115;94;100
Total;123;100;100
;;;
AREA # 020141607;3179;;
;;;
Categorías;Casos;%;Acumulado %
0;32;10;10
1;292;90;100
Total;324;100;100
;;;
AREA # 020141701;3180;;
;;;
Categorías;Casos;%;Acumulado %
0;23;7;7
1;329;93;100
Total;352;100;100
;;;
AREA # 020141702;3181;;
;;;
Categorías;Casos;%;Acumulado %
0;37;9;9
1;355;91;100
Total;392;100;100
;;;
AREA # 020141703;3182;;
;;;
Categorías;Casos;%;Acumulado %
0;43;13;13
1;296;87;100
Total;339;100;100
;;;
AREA # 020141704;3183;;
;;;
Categorías;Casos;%;Acumulado %
0;18;9;9
1;190;91;100
Total;208;100;100
;;;
AREA # 020141705;3184;;
;;;
Categorías;Casos;%;Acumulado %
0;42;13;13
1;286;87;100
Total;328;100;100
;;;
AREA # 020141706;3185;;
;;;
Categorías;Casos;%;Acumulado %
0;33;12;12
1;241;88;100
Total;274;100;100
;;;
AREA # 020141707;3186;;
;;;
Categorías;Casos;%;Acumulado %
0;34;11;11
1;282;89;100
Total;316;100;100
;;;
AREA # 020141708;3187;;
;;;
Categorías;Casos;%;Acumulado %
0;57;9;9
1;566;91;100
Total;623;100;100
;;;
AREA # 020141801;3188;;
;;;
Categorías;Casos;%;Acumulado %
0;35;10;10
1;323;90;100
Total;358;100;100
;;;
AREA # 020141802;3189;;
;;;
Categorías;Casos;%;Acumulado %
0;33;11;11
1;281;89;100
Total;314;100;100
;;;
AREA # 020141803;3190;;
;;;
Categorías;Casos;%;Acumulado %
0;45;9;9
1;431;91;100
Total;476;100;100
;;;
AREA # 020141804;3191;;
;;;
Categorías;Casos;%;Acumulado %
0;38;10;10
1;353;90;100
Total;391;100;100
;;;
AREA # 020141805;3192;;
;;;
Categorías;Casos;%;Acumulado %
0;35;7;7
1;432;93;100
Total;467;100;100
;;;
AREA # 020141806;3193;;
;;;
Categorías;Casos;%;Acumulado %
0;30;8;8
1;324;92;100
Total;354;100;100
;;;
AREA # 020141807;3194;;
;;;
Categorías;Casos;%;Acumulado %
0;22;8;8
1;260;92;100
Total;282;100;100
;;;
AREA # 020141808;3195;;
;;;
Categorías;Casos;%;Acumulado %
0;28;6;6
1;461;94;100
Total;489;100;100
;;;
AREA # 020141901;3196;;
;;;
Categorías;Casos;%;Acumulado %
0;33;12;12
1;243;88;100
Total;276;100;100
;;;
AREA # 020141902;3197;;
;;;
Categorías;Casos;%;Acumulado %
0;49;9;9
1;480;91;100
Total;529;100;100
;;;
AREA # 020141903;3198;;
;;;
Categorías;Casos;%;Acumulado %
0;63;12;12
1;483;88;100
Total;546;100;100
;;;
AREA # 020141904;3199;;
;;;
Categorías;Casos;%;Acumulado %
0;68;11;11
1;561;89;100
Total;629;100;100
;;;
AREA # 020141905;3200;;
;;;
Categorías;Casos;%;Acumulado %
0;62;9;9
1;591;91;100
Total;653;100;100
;;;
AREA # 020142001;3201;;
;;;
Categorías;Casos;%;Acumulado %
0;48;8;8
1;556;92;100
Total;604;100;100
;;;
AREA # 020142002;3202;;
;;;
Categorías;Casos;%;Acumulado %
0;44;7;7
1;617;93;100
Total;661;100;100
;;;
AREA # 020142003;3203;;
;;;
Categorías;Casos;%;Acumulado %
0;37;8;8
1;433;92;100
Total;470;100;100
;;;
AREA # 020142004;3204;;
;;;
Categorías;Casos;%;Acumulado %
0;27;7;7
1;347;93;100
Total;374;100;100
;;;
AREA # 020142005;3205;;
;;;
Categorías;Casos;%;Acumulado %
0;27;7;7
1;348;93;100
Total;375;100;100
;;;
AREA # 020142006;3206;;
;;;
Categorías;Casos;%;Acumulado %
0;24;9;9
1;251;91;100
Total;275;100;100
;;;
AREA # 020142007;3207;;
;;;
Categorías;Casos;%;Acumulado %
0;17;10;10
1;151;90;100
Total;168;100;100
;;;
AREA # 020142101;3208;;
;;;
Categorías;Casos;%;Acumulado %
0;52;13;13
1;353;87;100
Total;405;100;100
;;;
AREA # 020142102;3209;;
;;;
Categorías;Casos;%;Acumulado %
0;40;13;13
1;264;87;100
Total;304;100;100
;;;
AREA # 020142103;3210;;
;;;
Categorías;Casos;%;Acumulado %
0;12;8;8
1;135;92;100
Total;147;100;100
;;;
AREA # 020142104;3211;;
;;;
Categorías;Casos;%;Acumulado %
0;22;9;9
1;233;91;100
Total;255;100;100
;;;
AREA # 020142105;3212;;
;;;
Categorías;Casos;%;Acumulado %
0;25;16;16
1;136;84;100
Total;161;100;100
;;;
AREA # 020142106;3213;;
;;;
Categorías;Casos;%;Acumulado %
0;34;14;14
1;213;86;100
Total;247;100;100
;;;
AREA # 020142107;3214;;
;;;
Categorías;Casos;%;Acumulado %
0;61;20;20
1;248;80;100
Total;309;100;100
;;;
AREA # 020142108;3215;;
;;;
Categorías;Casos;%;Acumulado %
0;35;11;11
1;290;89;100
Total;325;100;100
;;;
AREA # 020142109;3216;;
;;;
Categorías;Casos;%;Acumulado %
0;30;11;11
1;236;89;100
Total;266;100;100
;;;
AREA # 020142110;3217;;
;;;
Categorías;Casos;%;Acumulado %
0;35;14;14
1;218;86;100
Total;253;100;100
;;;
AREA # 020142111;3218;;
;;;
Categorías;Casos;%;Acumulado %
0;34;12;12
1;250;88;100
Total;284;100;100
;;;
AREA # 020142201;3219;;
;;;
Categorías;Casos;%;Acumulado %
0;24;7;7
1;345;94;100
Total;369;100;100
;;;
AREA # 020142202;3220;;
;;;
Categorías;Casos;%;Acumulado %
0;45;11;11
1;363;89;100
Total;408;100;100
;;;
AREA # 020142203;3221;;
;;;
Categorías;Casos;%;Acumulado %
0;28;12;12
1;208;88;100
Total;236;100;100
;;;
AREA # 020142204;3222;;
;;;
Categorías;Casos;%;Acumulado %
0;24;10;10
1;218;90;100
Total;242;100;100
;;;
AREA # 020142205;3223;;
;;;
Categorías;Casos;%;Acumulado %
0;49;12;12
1;374;88;100
Total;423;100;100
;;;
AREA # 020142206;3224;;
;;;
Categorías;Casos;%;Acumulado %
0;36;9;9
