;;;
;;;
;;;
0;50;19;19
1;208;81;100
Total;258;100;100
;;;
AREA # 020042304;1012;;
;;;
Categorías;Casos;%;Acumulado %
0;47;18;18
1;218;82;100
Total;265;100;100
;;;
AREA # 020042305;1013;;
;;;
Categorías;Casos;%;Acumulado %
0;18;8;8
1;209;92;100
Total;227;100;100
;;;
AREA # 020042306;1014;;
;;;
Categorías;Casos;%;Acumulado %
0;25;8;8
1;280;92;100
Total;305;100;100
;;;
AREA # 020042307;1015;;
;;;
Categorías;Casos;%;Acumulado %
0;35;15;15
1;199;85;100
Total;234;100;100
;;;
AREA # 020042308;1016;;
;;;
Categorías;Casos;%;Acumulado %
0;33;11;11
1;256;89;100
Total;289;100;100
;;;
AREA # 020042309;1017;;
;;;
Categorías;Casos;%;Acumulado %
0;22;15;15
1;129;85;100
Total;151;100;100
;;;
AREA # 020042310;1018;;
;;;
Categorías;Casos;%;Acumulado %
0;57;22;22
1;202;78;100
Total;259;100;100
;;;
AREA # 020042311;1019;;
;;;
Categorías;Casos;%;Acumulado %
0;36;17;17
1;170;83;100
Total;206;100;100
;;;
AREA # 020042312;1020;;
;;;
Categorías;Casos;%;Acumulado %
0;66;28;28
1;167;72;100
Total;233;100;100
;;;
AREA # 020042401;1021;;
;;;
Categorías;Casos;%;Acumulado %
0;224;54;54
1;191;46;100
Total;415;100;100
;;;
AREA # 020042402;1022;;
;;;
Categorías;Casos;%;Acumulado %
0;314;58;58
1;228;42;100
Total;542;100;100
;;;
AREA # 020042403;1023;;
;;;
Categorías;Casos;%;Acumulado %
0;197;53;53
1;176;47;100
Total;373;100;100
;;;
AREA # 020042404;1024;;
;;;
Categorías;Casos;%;Acumulado %
0;173;32;32
1;362;68;100
Total;535;100;100
;;;
AREA # 020042405;1025;;
;;;
Categorías;Casos;%;Acumulado %
0;246;60;60
1;161;40;100
Total;407;100;100
;;;
AREA # 020042406;1026;;
;;;
Categorías;Casos;%;Acumulado %
0;174;46;46
1;204;54;100
Total;378;100;100
;;;
AREA # 020042501;1027;;
;;;
Categorías;Casos;%;Acumulado %
0;576;84;84
1;112;16;100
Total;688;100;100
;;;
AREA # 020042502;1028;;
;;;
Categorías;Casos;%;Acumulado %
0;400;64;64
1;224;36;100
Total;624;100;100
;;;
AREA # 020042503;1029;;
;;;
Categorías;Casos;%;Acumulado %
0;698;64;64
1;395;36;100
Total;1093;100;100
;;;
AREA # 020042504;1030;;
;;;
Categorías;Casos;%;Acumulado %
0;448;76;76
1;139;24;100
Total;587;100;100
;;;
AREA # 020042601;1031;;
;;;
Categorías;Casos;%;Acumulado %
0;43;16;16
1;218;84;100
Total;261;100;100
;;;
AREA # 020042602;1032;;
;;;
Categorías;Casos;%;Acumulado %
0;31;11;11
1;252;89;100
Total;283;100;100
;;;
AREA # 020042603;1033;;
;;;
Categorías;Casos;%;Acumulado %
0;66;19;19
1;274;81;100
Total;340;100;100
;;;
AREA # 020050101;1034;;
;;;
Categorías;Casos;%;Acumulado %
0;22;9;9
1;233;91;100
Total;255;100;100
;;;
AREA # 020050102;1035;;
;;;
Categorías;Casos;%;Acumulado %
0;34;8;8
1;377;92;100
Total;411;100;100
;;;
AREA # 020050103;1036;;
;;;
Categorías;Casos;%;Acumulado %
0;49;14;14
1;313;86;100
Total;362;100;100
;;;
AREA # 020050104;1037;;
;;;
Categorías;Casos;%;Acumulado %
0;33;11;11
1;281;89;100
Total;314;100;100
;;;
AREA # 020050105;1038;;
;;;
Categorías;Casos;%;Acumulado %
0;47;10;10
1;427;90;100
Total;474;100;100
;;;
AREA # 020050106;1039;;
;;;
Categorías;Casos;%;Acumulado %
0;31;15;15
1;180;85;100
Total;211;100;100
;;;
AREA # 020050107;1040;;
;;;
Categorías;Casos;%;Acumulado %
0;25;8;8
1;277;92;100
Total;302;100;100
;;;
AREA # 020050108;1041;;
;;;
Categorías;Casos;%;Acumulado %
0;34;10;10
1;290;90;100
Total;324;100;100
;;;
AREA # 020050109;1042;;
;;;
Categorías;Casos;%;Acumulado %
0;33;9;9
1;316;91;100
Total;349;100;100
;;;
AREA # 020050110;1043;;
;;;
Categorías;Casos;%;Acumulado %
0;34;11;11
1;279;89;100
Total;313;100;100
;;;
AREA # 020050201;1044;;
;;;
Categorías;Casos;%;Acumulado %
0;42;12;12
1;301;88;100
Total;343;100;100
;;;
AREA # 020050202;1045;;
;;;
Categorías;Casos;%;Acumulado %
0;34;13;13
1;237;87;100
Total;271;100;100
;;;
AREA # 020050203;1046;;
;;;
Categorías;Casos;%;Acumulado %
0;34;10;10
1;294;90;100
Total;328;100;100
;;;
AREA # 020050204;1047;;
;;;
Categorías;Casos;%;Acumulado %
0;61;13;13
1;400;87;100
Total;461;100;100
;;;
AREA # 020050205;1048;;
;;;
Categorías;Casos;%;Acumulado %
0;11;5;5
1;212;95;100
Total;223;100;100
;;;
AREA # 020050206;1049;;
;;;
Categorías;Casos;%;Acumulado %
0;52;20;20
1;206;80;100
Total;258;100;100
;;;
AREA # 020050207;1050;;
;;;
Categorías;Casos;%;Acumulado %
0;71;29;29
1;176;71;100
Total;247;100;100
;;;
AREA # 020050208;1051;;
;;;
Categorías;Casos;%;Acumulado %
0;49;11;11
1;384;89;100
Total;433;100;100
;;;
AREA # 020050209;1052;;
;;;
Categorías;Casos;%;Acumulado %
0;58;17;17
1;281;83;100
Total;339;100;100
;;;
AREA # 020050210;1053;;
;;;
Categorías;Casos;%;Acumulado %
0;50;17;17
1;251;83;100
Total;301;100;100
;;;
AREA # 020050211;1054;;
;;;
Categorías;Casos;%;Acumulado %
0;36;9;9
1;358;91;100
Total;394;100;100
;;;
AREA # 020050301;1055;;
;;;
Categorías;Casos;%;Acumulado %
0;49;15;15
1;273;85;100
Total;322;100;100
;;;
AREA # 020050302;1056;;
;;;
Categorías;Casos;%;Acumulado %
0;100;20;20
1;408;80;100
Total;508;100;100
;;;
AREA # 020050303;1057;;
;;;
Categorías;Casos;%;Acumulado %
0;62;35;35
1;115;65;100
Total;177;100;100
;;;
AREA # 020050304;1058;;
;;;
Categorías;Casos;%;Acumulado %
0;48;20;20
1;188;80;100
Total;236;100;100
;;;
AREA # 020050305;1059;;
;;;
Categorías;Casos;%;Acumulado %
0;45;13;13
1;293;87;100
Total;338;100;100
;;;
AREA # 020050306;1060;;
;;;
Categorías;Casos;%;Acumulado %
0;33;11;11
1;272;89;100
Total;305;100;100
;;;
AREA # 020050307;1061;;
;;;
Categorías;Casos;%;Acumulado %
0;34;11;11
1;263;89;100
Total;297;100;100
;;;
AREA # 020050308;1062;;
;;;
Categorías;Casos;%;Acumulado %
0;13;8;8
1;151;92;100
Total;164;100;100
;;;
AREA # 020050309;1063;;
;;;
Categorías;Casos;%;Acumulado %
0;42;14;14
1;267;86;100
Total;309;100;100
;;;
AREA # 020050310;1064;;
;;;
Categorías;Casos;%;Acumulado %
0;37;15;15
1;204;85;100
Total;241;100;100
;;;
AREA # 020050311;1065;;
;;;
Categorías;Casos;%;Acumulado %
0;50;13;13
1;336;87;100
Total;386;100;100
;;;
AREA # 020050401;1066;;
;;;
Categorías;Casos;%;Acumulado %
0;41;10;10
1;383;90;100
Total;424;100;100
;;;
AREA # 020050402;1067;;
;;;
Categorías;Casos;%;Acumulado %
0;30;9;9
1;317;91;100
Total;347;100;100
;;;
AREA # 020050403;1068;;
;;;
Categorías;Casos;%;Acumulado %
0;48;15;15
1;272;85;100
Total;320;100;100
;;;
AREA # 020050404;1069;;
;;;
Categorías;Casos;%;Acumulado %
0;36;11;11
1;306;89;100
Total;342;100;100
;;;
AREA # 020050405;1070;;
;;;
Categorías;Casos;%;Acumulado %
0;38;11;11
1;294;89;100
Total;332;100;100
;;;
AREA # 020050406;1071;;
;;;
Categorías;Casos;%;Acumulado %
0;45;9;9
1;459;91;100
Total;504;100;100
;;;
AREA # 020050407;1072;;
;;;
Categorías;Casos;%;Acumulado %
0;24;9;9
1;229;91;100
Total;253;100;100
;;;
AREA # 020050408;1073;;
;;;
Categorías;Casos;%;Acumulado %
0;55;11;11
1;461;89;100
Total;516;100;100
;;;
AREA # 020050409;1074;;
;;;
Categorías;Casos;%;Acumulado %
0;62;18;18
1;276;82;100
Total;338;100;100
;;;
AREA # 020050501;1075;;
;;;
Categorías;Casos;%;Acumulado %
0;26;7;7
1;322;93;100
Total;348;100;100
;;;
AREA # 020050502;1076;;
;;;
Categorías;Casos;%;Acumulado %
0;50;8;8
1;543;92;100
Total;593;100;100
;;;
AREA # 020050503;1077;;
;;;
Categorías;Casos;%;Acumulado %
0;45;12;12
1;327;88;100
Total;372;100;100
;;;
AREA # 020050504;1078;;
;;;
Categorías;Casos;%;Acumulado %
0;25;9;9
1;264;91;100
Total;289;100;100
;;;
AREA # 020050505;1079;;
;;;
Categorías;Casos;%;Acumulado %
0;23;9;9
1;221;91;100
Total;244;100;100
;;;
AREA # 020050506;1080;;
;;;
Categorías;Casos;%;Acumulado %
0;42;13;13
1;274;87;100
Total;316;100;100
;;;
AREA # 020050507;1081;;
;;;
Categorías;Casos;%;Acumulado %
0;53;13;13
1;370;87;100
Total;423;100;100
;;;
AREA # 020050508;1082;;
;;;
Categorías;Casos;%;Acumulado %
0;29;9;9
1;295;91;100
Total;324;100;100
;;;
AREA # 020050601;1083;;
;;;
Categorías;Casos;%;Acumulado %
0;22;7;7
1;282;93;100
Total;304;100;100
;;;
AREA # 020050602;1084;;
;;;
Categorías;Casos;%;Acumulado %
0;37;8;8
1;400;92;100
Total;437;100;100
;;;
AREA # 020050603;1085;;
;;;
Categorías;Casos;%;Acumulado %
0;37;8;8
1;401;92;100
Total;438;100;100
;;;
AREA # 020050604;1086;;
;;;
Categorías;Casos;%;Acumulado %
0;56;8;8
1;604;92;100
Total;660;100;100
;;;
AREA # 020050605;1087;;
;;;
Categorías;Casos;%;Acumulado %
0;45;8;8
1;513;92;100
Total;558;100;100
;;;
AREA # 020050606;1088;;
;;;
Categorías;Casos;%;Acumulado %
0;37;9;9
1;370;91;100
Total;407;100;100
;;;
AREA # 020050607;1089;;
;;;
Categorías;Casos;%;Acumulado %
0;52;12;12
1;366;88;100
Total;418;100;100
;;;
AREA # 020050608;1090;;
;;;
Categorías;Casos;%;Acumulado %
0;21;5;5
1;364;95;100
Total;385;100;100
;;;
AREA # 020050701;1091;;
;;;
Categorías;Casos;%;Acumulado %
0;51;10;10
1;480;90;100
Total;531;100;100
;;;
AREA # 020050702;1092;;
;;;
Categorías;Casos;%;Acumulado %
0;38;17;17
1;184;83;100
Total;222;100;100
;;;
AREA # 020050703;1093;;
;;;
Categorías;Casos;%;Acumulado %
0;26;9;9
1;250;91;100
Total;276;100;100
;;;
AREA # 020050704;1094;;
;;;
Categorías;Casos;%;Acumulado %
0;60;10;10
1;548;90;100
Total;608;100;100
;;;
AREA # 020050705;1095;;
;;;
Categorías;Casos;%;Acumulado %
0;84;14;14
1;536;86;100
Total;620;100;100
;;;
AREA # 020050706;1096;;
;;;
Categorías;Casos;%;Acumulado %
0;43;14;14
1;259;86;100
Total;302;100;100
;;;
AREA # 020050707;1097;;
;;;
Categorías;Casos;%;Acumulado %
0;27;14;14
1;171;86;100
Total;198;100;100
;;;
AREA # 020050708;1098;;
;;;
Categorías;Casos;%;Acumulado %
0;54;14;14
1;342;86;100
Total;396;100;100
;;;
AREA # 020050801;1099;;
;;;
Categorías;Casos;%;Acumulado %
0;49;9;9
1;498;91;100
Total;547;100;100
;;;
AREA # 020050802;1100;;
;;;
Categorías;Casos;%;Acumulado %
0;31;10;10
1;289;90;100
Total;320;100;100
;;;
AREA # 020050803;1101;;
;;;
Categorías;Casos;%;Acumulado %
0;68;13;13
1;436;87;100
Total;504;100;100
;;;
AREA # 020050804;1102;;
;;;
Categorías;Casos;%;Acumulado %
0;49;11;11
1;408;89;100
Total;457;100;100
;;;
AREA # 020050805;1103;;
;;;
Categorías;Casos;%;Acumulado %
0;24;14;14
1;151;86;100
Total;175;100;100
;;;
AREA # 020050806;1104;;
;;;
Categorías;Casos;%;Acumulado %
0;42;11;11
1;354;89;100
Total;396;100;100
;;;
AREA # 020050807;1105;;
;;;
Categorías;Casos;%;Acumulado %
0;55;14;14
1;345;86;100
Total;400;100;100
;;;
AREA # 020050808;1106;;
;;;
Categorías;Casos;%;Acumulado %
0;50;14;14
1;304;86;100
Total;354;100;100
;;;
AREA # 020050809;1107;;
;;;
Categorías;Casos;%;Acumulado %
0;29;9;9
1;305;91;100
Total;334;100;100
;;;
AREA # 020050901;1108;;
;;;
Categorías;Casos;%;Acumulado %
0;48;10;10
1;425;90;100
Total;473;100;100
;;;
AREA # 020050902;1109;;
;;;
Categorías;Casos;%;Acumulado %
0;19;7;7
1;268;93;100
Total;287;100;100
;;;
AREA # 020050903;1110;;
;;;
Categorías;Casos;%;Acumulado %
0;22;8;8
1;246;92;100
Total;268;100;100
;;;
AREA # 020050904;1111;;
;;;
Categorías;Casos;%;Acumulado %
0;30;13;13
1;202;87;100
Total;232;100;100
;;;
AREA # 020050905;1112;;
;;;
Categorías;Casos;%;Acumulado %
0;35;13;13
1;225;87;100
Total;260;100;100
;;;
AREA # 020050906;1113;;
;;;
Categorías;Casos;%;Acumulado %
0;25;10;10
1;220;90;100
Total;245;100;100
;;;
AREA # 020050907;1114;;
;;;
Categorías;Casos;%;Acumulado %
0;19;9;9
1;201;91;100
Total;220;100;100
;;;
AREA # 020050908;1115;;
;;;
Categorías;Casos;%;Acumulado %
0;39;9;9
1;415;91;100
Total;454;100;100
;;;
AREA # 020050909;1116;;
;;;
Categorías;Casos;%;Acumulado %
0;50;11;11
1;388;89;100
Total;438;100;100
;;;
AREA # 020050910;1117;;
;;;
Categorías;Casos;%;Acumulado %
0;44;13;13
1;297;87;100
Total;341;100;100
;;;
AREA # 020051001;1118;;
;;;
Categorías;Casos;%;Acumulado %
0;47;9;9
1;491;91;100
Total;538;100;100
;;;
AREA # 020051002;1119;;
;;;
Categorías;Casos;%;Acumulado %
0;40;7;7
1;508;93;100
Total;548;100;100
;;;
AREA # 020051003;1120;;
;;;
Categorías;Casos;%;Acumulado %
0;32;19;19
1;133;81;100
Total;165;100;100
;;;
AREA # 020051004;1121;;
;;;
Categorías;Casos;%;Acumulado %
0;25;10;10
1;229;90;100
Total;254;100;100
;;;
AREA # 020051005;1122;;
;;;
Categorías;Casos;%;Acumulado %
0;25;9;9
1;245;91;100
Total;270;100;100
;;;
AREA # 020051006;1123;;
;;;
Categorías;Casos;%;Acumulado %
0;55;17;17
1;262;83;100
Total;317;100;100
;;;
AREA # 020051007;1124;;
;;;
Categorías;Casos;%;Acumulado %
0;40;7;7
1;508;93;100
Total;548;100;100
;;;
AREA # 020051008;1125;;
;;;
Categorías;Casos;%;Acumulado %
0;37;12;12
1;273;88;100
Total;310;100;100
;;;
AREA # 020051009;1126;;
;;;
Categorías;Casos;%;Acumulado %
0;44;13;13
1;301;87;100
Total;345;100;100
;;;
AREA # 020051010;1127;;
;;;
Categorías;Casos;%;Acumulado %
0;30;12;12
1;226;88;100
Total;256;100;100
;;;
AREA # 020051101;1128;;
;;;
Categorías;Casos;%;Acumulado %
0;60;11;11
1;476;89;100
Total;536;100;100
;;;
AREA # 020051102;1129;;
;;;
Categorías;Casos;%;Acumulado %
0;41;11;11
1;348;89;100
Total;389;100;100
;;;
AREA # 020051103;1130;;
;;;
Categorías;Casos;%;Acumulado %
0;28;10;10
1;253;90;100
Total;281;100;100
;;;
AREA # 020051104;1131;;
;;;
Categorías;Casos;%;Acumulado %
0;26;8;8
1;305;92;100
Total;331;100;100
;;;
AREA # 020051105;1132;;
;;;
Categorías;Casos;%;Acumulado %
0;38;12;12
1;284;88;100
Total;322;100;100
;;;
AREA # 020051106;1133;;
;;;
Categorías;Casos;%;Acumulado %
0;33;10;10
1;284;90;100
Total;317;100;100
;;;
AREA # 020051107;1134;;
;;;
Categorías;Casos;%;Acumulado %
0;47;10;10
1;423;90;100
Total;470;100;100
;;;
AREA # 020051108;1135;;
;;;
Categorías;Casos;%;Acumulado %
0;41;13;13
1;281;87;100
Total;322;100;100
;;;
AREA # 020051109;1136;;
;;;
Categorías;Casos;%;Acumulado %
0;53;12;12
1;406;88;100
Total;459;100;100
;;;
AREA # 020051110;1137;;
;;;
Categorías;Casos;%;Acumulado %
0;39;11;11
1;316;89;100
Total;355;100;100
;;;
AREA # 020051201;1138;;
;;;
Categorías;Casos;%;Acumulado %
0;40;14;14
1;253;86;100
Total;293;100;100
;;;
AREA # 020051202;1139;;
;;;
Categorías;Casos;%;Acumulado %
0;54;6;6
1;786;94;100
Total;840;100;100
;;;
AREA # 020051203;1140;;
;;;
Categorías;Casos;%;Acumulado %
0;36;8;8
1;392;92;100
Total;428;100;100
;;;
AREA # 020051204;1141;;
;;;
Categorías;Casos;%;Acumulado %
0;31;9;9
1;297;91;100
Total;328;100;100
;;;
AREA # 020051205;1142;;
;;;
Categorías;Casos;%;Acumulado %
0;15;8;8
1;184;92;100
Total;199;100;100
;;;
AREA # 020051206;1143;;
;;;
Categorías;Casos;%;Acumulado %
0;57;7;7
1;713;93;100
Total;770;100;100
;;;
AREA # 020051207;1144;;
;;;
Categorías;Casos;%;Acumulado %
0;34;10;10
1;306;90;100
Total;340;100;100
;;;
AREA # 020051301;1145;;
;;;
Categorías;Casos;%;Acumulado %
0;41;10;10
1;359;90;100
Total;400;100;100
;;;
AREA # 020051302;1146;;
;;;
Categorías;Casos;%;Acumulado %
0;18;6;6
1;305;94;100
Total;323;100;100
;;;
AREA # 020051303;1147;;
;;;
Categorías;Casos;%;Acumulado %
0;20;5;5
1;345;95;100
Total;365;100;100
;;;
AREA # 020051304;1148;;
;;;
Categorías;Casos;%;Acumulado %
0;36;11;11
1;295;89;100
Total;331;100;100
;;;
AREA # 020051305;1149;;
;;;
Categorías;Casos;%;Acumulado %
0;40;12;12
1;293;88;100
Total;333;100;100
;;;
AREA # 020051306;1150;;
;;;
Categorías;Casos;%;Acumulado %
0;33;9;9
1;344;91;100
Total;377;100;100
;;;
AREA # 020051307;1151;;
;;;
Categorías;Casos;%;Acumulado %
0;22;7;7
1;302;93;100
Total;324;100;100
;;;
AREA # 020051308;1152;;
;;;
Categorías;Casos;%;Acumulado %
0;20;5;5
1;401;95;100
Total;421;100;100
;;;
AREA # 020051309;1153;;
;;;
Categorías;Casos;%;Acumulado %
0;24;6;6
1;400;94;100
Total;424;100;100
;;;
AREA # 020051401;1154;;
;;;
Categorías;Casos;%;Acumulado %
0;15;5;5
1;260;95;100
Total;275;100;100
;;;
AREA # 020051402;1155;;
;;;
Categorías;Casos;%;Acumulado %
0;43;12;12
1;305;88;100
Total;348;100;100
;;;
AREA # 020051403;1156;;
;;;
Categorías;Casos;%;Acumulado %
0;45;8;8
1;495;92;100
Total;540;100;100
;;;
AREA # 020051404;1157;;
;;;
Categorías;Casos;%;Acumulado %
0;30;7;7
1;391;93;100
Total;421;100;100
;;;
AREA # 020051405;1158;;
;;;
Categorías;Casos;%;Acumulado %
0;69;9;9
1;718;91;100
Total;787;100;100
;;;
AREA # 020051406;1159;;
;;;
Categorías;Casos;%;Acumulado %
0;42;8;8
1;499;92;100
Total;541;100;100
;;;
AREA # 020051407;1160;;
;;;
Categorías;Casos;%;Acumulado %
0;25;14;14
1;148;86;100
Total;173;100;100
;;;
AREA # 020051408;1161;;
;;;
Categorías;Casos;%;Acumulado %
0;40;15;15
1;235;85;100
Total;275;100;100
;;;
AREA # 020051409;1162;;
;;;
Categorías;Casos;%;Acumulado %
0;62;15;15
1;364;85;100
Total;426;100;100
;;;
AREA # 020051501;1163;;
;;;
Categorías;Casos;%;Acumulado %
0;57;11;11
1;464;89;100
Total;521;100;100
;;;
AREA # 020051502;1164;;
;;;
Categorías;Casos;%;Acumulado %
0;51;10;10
1;479;90;100
Total;530;100;100
;;;
AREA # 020051503;1165;;
;;;
Categorías;Casos;%;Acumulado %
0;27;10;10
1;240;90;100
Total;267;100;100
;;;
AREA # 020051504;1166;;
;;;
Categorías;Casos;%;Acumulado %
0;47;8;8
1;522;92;100
Total;569;100;100
;;;
AREA # 020051505;1167;;
;;;
Categorías;Casos;%;Acumulado %
0;46;10;10
1;409;90;100
Total;455;100;100
;;;
AREA # 020051506;1168;;
;;;
Categorías;Casos;%;Acumulado %
0;45;14;14
1;287;86;100
Total;332;100;100
;;;
AREA # 020051507;1169;;
;;;
Categorías;Casos;%;Acumulado %
0;32;10;10
1;282;90;100
Total;314;100;100
;;;
AREA # 020051508;1170;;
;;;
Categorías;Casos;%;Acumulado %
0;64;19;19
1;268;81;100
Total;332;100;100
;;;
AREA # 020051509;1171;;
;;;
Categorías;Casos;%;Acumulado %
0;32;19;19
1;137;81;100
Total;169;100;100
;;;
AREA # 020051601;1172;;
;;;
Categorías;Casos;%;Acumulado %
0;42;10;10
1;362;90;100
Total;404;100;100
;;;
AREA # 020051602;1173;;
;;;
Categorías;Casos;%;Acumulado %
0;31;11;11
1;256;89;100
Total;287;100;100
;;;
AREA # 020051603;1174;;
;;;
Categorías;Casos;%;Acumulado %
0;34;16;16
1;183;84;100
Total;217;100;100
;;;
AREA # 020051604;1175;;
;;;
Categorías;Casos;%;Acumulado %
0;67;17;17
1;323;83;100
Total;390;100;100
;;;
AREA # 020051605;1176;;
;;;
Categorías;Casos;%;Acumulado %
0;42;11;11
1;334;89;100
Total;376;100;100
;;;
AREA # 020051606;1177;;
;;;
Categorías;Casos;%;Acumulado %
0;30;10;10
1;279;90;100
Total;309;100;100
;;;
AREA # 020051607;1178;;
;;;
Categorías;Casos;%;Acumulado %
0;50;20;20
1;199;80;100
Total;249;100;100
;;;
AREA # 020051608;1179;;
;;;
Categorías;Casos;%;Acumulado %
0;57;15;15
1;319;85;100
Total;376;100;100
;;;
AREA # 020051609;1180;;
;;;
Categorías;Casos;%;Acumulado %
0;68;17;17
1;327;83;100
Total;395;100;100
;;;
AREA # 020051610;1181;;
;;;
Categorías;Casos;%;Acumulado %
0;48;12;12
1;340;88;100
Total;388;100;100
;;;
AREA # 020051611;1182;;
;;;
Categorías;Casos;%;Acumulado %
0;48;11;11
1;378;89;100
Total;426;100;100
;;;
AREA # 020051701;1183;;
;;;
Categorías;Casos;%;Acumulado %
0;34;12;12
1;256;88;100
Total;290;100;100
;;;
AREA # 020051702;1184;;
;;;
Categorías;Casos;%;Acumulado %
0;48;14;14
1;305;86;100
Total;353;100;100
;;;
AREA # 020051703;1185;;
;;;
Categorías;Casos;%;Acumulado %
0;30;9;9
1;287;91;100
Total;317;100;100
;;;
AREA # 020051704;1186;;
;;;
Categorías;Casos;%;Acumulado %
0;31;10;10
1;267;90;100
Total;298;100;100
;;;
AREA # 020051705;1187;;
;;;
Categorías;Casos;%;Acumulado %
0;24;8;8
1;285;92;100
Total;309;100;100
;;;
AREA # 020051706;1188;;
;;;
Categorías;Casos;%;Acumulado %
0;20;6;6
1;321;94;100
Total;341;100;100
;;;
AREA # 020051707;1189;;
;;;
Categorías;Casos;%;Acumulado %
0;25;8;8
1;305;92;100
Total;330;100;100
;;;
AREA # 020051708;1190;;
;;;
Categorías;Casos;%;Acumulado %
0;46;12;12
1;339;88;100
Total;385;100;100
;;;
AREA # 020051709;1191;;
;;;
Categorías;Casos;%;Acumulado %
0;21;8;8
1;232;92;100
Total;253;100;100
;;;
AREA # 020051710;1192;;
;;;
Categorías;Casos;%;Acumulado %
0;36;13;13
1;245;87;100
Total;281;100;100
;;;
AREA # 020051711;1193;;
;;;
Categorías;Casos;%;Acumulado %
0;46;11;11
1;382;89;100
Total;428;100;100
;;;
AREA # 020051801;1194;;
;;;
Categorías;Casos;%;Acumulado %
0;37;9;9
1;386;91;100
Total;423;100;100
;;;
AREA # 020051802;1195;;
;;;
Categorías;Casos;%;Acumulado %
0;34;9;9
1;341;91;100
Total;375;100;100
;;;
AREA # 020051803;1196;;
;;;
Categorías;Casos;%;Acumulado %
0;40;12;12
1;303;88;100
Total;343;100;100
;;;
AREA # 020051804;1197;;
;;;
Categorías;Casos;%;Acumulado %
0;25;9;9
1;254;91;100
Total;279;100;100
;;;
AREA # 020051805;1198;;
;;;
Categorías;Casos;%;Acumulado %
0;29;9;9
1;307;91;100
Total;336;100;100
;;;
AREA # 020051806;1199;;
;;;
Categorías;Casos;%;Acumulado %
0;24;10;10
1;219;90;100
Total;243;100;100
;;;
AREA # 020051807;1200;;
;;;
Categorías;Casos;%;Acumulado %
0;22;7;7
1;287;93;100
Total;309;100;100
;;;
AREA # 020051808;1201;;
;;;
Categorías;Casos;%;Acumulado %
0;22;15;15
1;127;85;100
Total;149;100;100
;;;
AREA # 020051809;1202;;
;;;
Categorías;Casos;%;Acumulado %
0;25;9;9
1;242;91;100
Total;267;100;100
;;;
AREA # 020051810;1203;;
;;;
Categorías;Casos;%;Acumulado %
0;45;13;13
1;299;87;100
Total;344;100;100
;;;
AREA # 020051811;1204;;
;;;
Categorías;Casos;%;Acumulado %
0;14;4;4
1;302;96;100
Total;316;100;100
;;;
AREA # 020051901;1205;;
;;;
Categorías;Casos;%;Acumulado %
0;40;12;12
1;304;88;100
Total;344;100;100
;;;
AREA # 020051902;1206;;
;;;
Categorías;Casos;%;Acumulado %
0;31;11;11
1;251;89;100
Total;282;100;100
;;;
AREA # 020051903;1207;;
;;;
Categorías;Casos;%;Acumulado %
0;54;13;13
1;353;87;100
Total;407;100;100
;;;
AREA # 020051904;1208;;
;;;
Categorías;Casos;%;Acumulado %
0;36;9;9
1;362;91;100
Total;398;100;100
;;;
AREA # 020051905;1209;;
;;;
Categorías;Casos;%;Acumulado %
0;51;15;15
1;283;85;100
Total;334;100;100
;;;
AREA # 020051906;1210;;
;;;
Categorías;Casos;%;Acumulado %
0;44;13;13
1;287;87;100
Total;331;100;100
;;;
AREA # 020051907;1211;;
;;;
Categorías;Casos;%;Acumulado %
0;21;11;11
1;178;89;100
Total;199;100;100
;;;
AREA # 020051908;1212;;
;;;
Categorías;Casos;%;Acumulado %
0;39;9;9
1;391;91;100
Total;430;100;100
;;;
AREA # 020051909;1213;;
;;;
Categorías;Casos;%;Acumulado %
0;53;18;18
1;241;82;100
Total;294;100;100
;;;
AREA # 020051910;1214;;
;;;
Categorías;Casos;%;Acumulado %
0;40;11;11
1;324;89;100
Total;364;100;100
;;;
AREA # 020051911;1215;;
;;;
Categorías;Casos;%;Acumulado %
0;48;11;11
1;389;89;100
Total;437;100;100
;;;
AREA # 020052001;1216;;
;;;
Categorías;Casos;%;Acumulado %
0;40;13;13
1;278;87;100
Total;318;100;100
;;;
AREA # 020052002;1217;;
;;;
Categorías;Casos;%;Acumulado %
0;56;14;14
1;355;86;100
Total;411;100;100
;;;
AREA # 020052003;1218;;
;;;
Categorías;Casos;%;Acumulado %
0;73;19;19
1;313;81;100
Total;386;100;100
;;;
AREA # 020052004;1219;;
;;;
Categorías;Casos;%;Acumulado %
0;40;13;13
1;274;87;100
Total;314;100;100
;;;
AREA # 020052005;1220;;
;;;
Categorías;Casos;%;Acumulado %
0;46;14;14
1;286;86;100
Total;332;100;100
;;;
AREA # 020052006;1221;;
;;;
Categorías;Casos;%;Acumulado %
0;48;17;17
1;240;83;100
Total;288;100;100
;;;
AREA # 020052007;1222;;
;;;
Categorías;Casos;%;Acumulado %
0;59;19;19
1;256;81;100
Total;315;100;100
;;;
AREA # 020052008;1223;;
;;;
Categorías;Casos;%;Acumulado %
0;49;15;15
1;268;85;100
Total;317;100;100
;;;
AREA # 020052009;1224;;
;;;
Categorías;Casos;%;Acumulado %
0;32;10;10
1;295;90;100
Total;327;100;100
;;;
AREA # 020052010;1225;;
;;;
Categorías;Casos;%;Acumulado %
0;65;17;17
1;315;83;100
Total;380;100;100
;;;
AREA # 020052011;1226;;
;;;
Categorías;Casos;%;Acumulado %
0;41;14;14
