;;;
;;;
;;;
;;;
Ignorado :;1;;
;;;
AREA # 020070505;1510;;
;;;
Categorías;Casos;%;Acumulado %
1;60;13;13
2;43;9;22
3;32;7;29
4;38;8;38
5;43;9;47
6;39;8;55
7;43;9;65
8;50;11;76
9;53;12;87
10;59;13;100
Total;460;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020070506;1511;;
;;;
Categorías;Casos;%;Acumulado %
1;19;7;7
2;20;8;15
3;23;9;23
4;32;12;35
5;23;9;44
6;37;14;58
7;36;14;71
8;31;12;83
9;24;9;92
10;21;8;100
Total;266;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020070507;1512;;
;;;
Categorías;Casos;%;Acumulado %
1;13;5;5
2;28;10;15
3;27;10;25
4;32;12;37
5;27;10;47
6;28;10;58
7;36;13;71
8;34;13;84
9;23;9;93
10;20;7;100
Total;268;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070508;1513;;
;;;
Categorías;Casos;%;Acumulado %
1;23;7;7
2;55;16;23
3;26;8;31
4;45;13;44
5;39;11;55
6;41;12;67
7;47;14;81
8;26;8;89
9;17;5;94
10;22;6;100
Total;341;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020070509;1514;;
;;;
Categorías;Casos;%;Acumulado %
1;41;9;9
2;46;10;19
3;53;12;31
4;41;9;39
5;57;12;52
6;58;13;64
7;56;12;77
8;31;7;83
9;40;9;92
10;36;8;100
Total;459;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070601;1515;;
;;;
Categorías;Casos;%;Acumulado %
1;20;5;5
2;32;9;14
3;40;11;25
4;33;9;34
5;34;9;43
6;40;11;54
7;46;12;66
8;43;12;78
9;45;12;90
10;37;10;100
Total;370;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020070602;1516;;
;;;
Categorías;Casos;%;Acumulado %
1;23;8;8
2;30;10;18
3;35;12;30
4;35;12;41
5;31;10;52
6;34;11;63
7;37;12;76
8;25;8;84
9;27;9;93
10;20;7;100
Total;297;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020070603;1517;;
;;;
Categorías;Casos;%;Acumulado %
1;24;10;10
2;19;8;18
3;29;12;30
4;29;12;42
5;39;16;58
6;26;11;69
7;20;8;77
8;19;8;85
9;19;8;93
10;18;7;100
Total;242;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070604;1518;;
;;;
Categorías;Casos;%;Acumulado %
1;31;10;10
2;50;17;27
3;33;11;38
4;36;12;50
5;24;8;58
6;14;5;63
7;37;12;75
8;29;10;85
9;29;10;94
10;17;6;100
Total;300;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020070605;1519;;
;;;
Categorías;Casos;%;Acumulado %
1;35;9;9
2;43;10;19
3;53;13;32
4;44;11;42
5;46;11;54
6;56;14;67
7;49;12;79
8;34;8;87
9;25;6;93
10;27;7;100
Total;412;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020070606;1520;;
;;;
Categorías;Casos;%;Acumulado %
1;20;5;5
2;42;11;16
3;53;13;29
4;50;13;42
5;40;10;52
6;46;12;64
7;33;8;72
8;47;12;84
9;24;6;90
10;38;10;100
Total;393;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070607;1521;;
;;;
Categorías;Casos;%;Acumulado %
1;16;4;4
2;22;6;10
3;33;9;19
4;40;11;29
5;36;10;39
6;44;12;50
7;57;15;65
8;50;13;79
9;42;11;90
10;39;10;100
Total;379;100;100
;;;
AREA # 020070608;1522;;
;;;
Categorías;Casos;%;Acumulado %
1;11;6;6
2;10;5;11
3;17;9;21
4;26;14;35
5;26;14;49
6;23;12;61
7;21;11;72
8;22;12;84
9;18;10;94
10;11;6;100
Total;185;100;100
;;;
AREA # 020070609;1523;;
;;;
Categorías;Casos;%;Acumulado %
1;12;4;4
2;27;9;13
3;23;8;21
4;24;8;30
5;34;12;42
6;36;12;54
7;38;13;67
8;37;13;80
9;23;8;88
10;35;12;100
Total;289;100;100
;;;
AREA # 020070701;1524;;
;;;
Categorías;Casos;%;Acumulado %
1;19;8;8
2;30;12;20
3;27;11;31
4;38;16;47
5;30;12;59
6;16;7;66
7;29;12;77
8;26;11;88
9;14;6;94
10;15;6;100
Total;244;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070702;1525;;
;;;
Categorías;Casos;%;Acumulado %
1;18;9;9
2;29;14;23
3;25;12;35
4;30;15;50
5;17;8;59
6;25;12;71
7;23;11;82
8;17;8;91
9;8;4;95
10;11;5;100
Total;203;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070703;1526;;
;;;
Categorías;Casos;%;Acumulado %
1;34;8;8
2;40;10;18
3;15;4;22
4;36;9;31
5;72;18;48
6;54;13;62
7;45;11;73
8;47;12;84
9;24;6;90
10;40;10;100
Total;407;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020070704;1527;;
;;;
Categorías;Casos;%;Acumulado %
1;19;7;7
2;26;10;17
3;35;13;30
4;34;13;43
5;30;11;54
6;29;11;65
7;21;8;73
8;23;9;82
9;24;9;91
10;25;9;100
Total;266;100;100
;;;
AREA # 020070705;1528;;
;;;
Categorías;Casos;%;Acumulado %
1;24;8;8
2;37;13;21
3;20;7;29
4;26;9;38
5;32;11;49
6;36;13;62
7;29;10;72
8;28;10;82
9;29;10;92
10;23;8;100
Total;284;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020070706;1529;;
;;;
Categorías;Casos;%;Acumulado %
1;22;6;6
2;38;11;17
3;34;9;26
4;45;12;39
5;43;12;50
6;43;12;62
7;41;11;74
8;40;11;85
9;32;9;94
10;23;6;100
Total;361;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020070707;1530;;
;;;
Categorías;Casos;%;Acumulado %
1;16;6;6
2;30;12;19
3;27;11;30
4;21;9;38
5;38;15;53
6;23;9;63
7;29;12;74
8;24;10;84
9;26;11;95
10;13;5;100
Total;247;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070708;1531;;
;;;
Categorías;Casos;%;Acumulado %
1;14;6;6
2;25;11;18
3;20;9;27
4;27;12;39
5;33;15;54
6;19;9;63
7;26;12;75
8;21;10;84
9;18;8;92
10;17;8;100
Total;220;100;100
;;;
AREA # 020070709;1532;;
;;;
Categorías;Casos;%;Acumulado %
1;41;10;10
2;50;12;22
3;49;12;34
4;51;13;47
5;44;11;58
6;39;10;67
7;42;10;77
8;39;10;87
9;38;9;96
10;15;4;100
Total;408;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020070710;1533;;
;;;
Categorías;Casos;%;Acumulado %
1;29;8;8
2;29;8;16
3;33;9;26
4;40;11;37
5;23;7;44
6;38;11;54
7;47;13;68
8;48;14;81
9;35;10;91
10;32;9;100
Total;354;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070711;1534;;
;;;
Categorías;Casos;%;Acumulado %
1;19;7;7
2;32;11;18
3;28;10;28
4;33;12;40
5;38;13;53
6;29;10;63
7;24;9;72
8;25;9;81
9;28;10;91
10;26;9;100
Total;282;100;100
;;;
AREA # 020070801;1535;;
;;;
Categorías;Casos;%;Acumulado %
1;30;9;9
2;39;12;21
3;32;10;31
4;44;14;45
5;34;11;55
6;23;7;63
7;32;10;72
8;32;10;82
9;29;9;91
10;28;9;100
Total;323;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020070802;1536;;
;;;
Categorías;Casos;%;Acumulado %
1;12;3;3
2;26;7;11
3;42;12;23
4;45;13;35
5;34;10;45
6;48;14;58
7;38;11;69
8;41;12;81
9;41;12;92
10;27;8;100
Total;354;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020070803;1537;;
;;;
Categorías;Casos;%;Acumulado %
1;14;6;6
2;26;11;16
3;18;7;24
4;36;15;39
5;20;8;47
6;29;12;59
7;23;9;68
8;34;14;82
9;19;8;90
10;24;10;100
Total;243;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020070804;1538;;
;;;
Categorías;Casos;%;Acumulado %
1;21;6;6
2;39;11;17
3;16;5;21
4;39;11;32
5;47;13;46
6;40;11;57
7;40;11;68
8;47;13;81
9;38;11;92
10;28;8;100
Total;355;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020070805;1539;;
;;;
Categorías;Casos;%;Acumulado %
1;28;7;7
2;38;10;17
3;42;11;28
4;51;13;41
5;44;11;52
6;44;11;63
7;46;12;75
8;46;12;87
9;29;7;94
10;22;6;100
Total;390;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020070806;1540;;
;;;
Categorías;Casos;%;Acumulado %
1;25;7;7
2;42;11;18
3;38;10;28
4;41;11;39
5;39;11;50
6;54;15;65
7;30;8;73
8;45;12;85
9;29;8;93
10;27;7;100
Total;370;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020070807;1541;;
;;;
Categorías;Casos;%;Acumulado %
1;24;8;8
2;24;8;15
3;29;9;24
4;30;9;34
5;31;10;44
6;36;11;55
7;40;13;68
8;34;11;78
9;27;9;87
10;41;13;100
Total;316;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020070808;1542;;
;;;
Categorías;Casos;%;Acumulado %
1;29;8;8
2;32;9;17
3;38;10;27
4;41;11;38
5;41;11;49
6;41;11;60
7;44;12;72
8;36;10;82
9;38;10;93
10;27;7;100
Total;367;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070901;1543;;
;;;
Categorías;Casos;%;Acumulado %
1;9;3;3
2;23;9;12
3;22;8;21
4;30;12;32
5;28;11;43
6;25;10;53
7;36;14;67
8;31;12;79
9;29;11;90
10;26;10;100
Total;259;100;100
;;;
AREA # 020070902;1544;;
;;;
Categorías;Casos;%;Acumulado %
1;16;6;6
2;35;13;19
3;15;5;24
4;24;9;33
5;34;12;45
6;24;9;54
7;30;11;65
8;51;19;83
9;19;7;90
10;27;10;100
Total;275;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070903;1545;;
;;;
Categorías;Casos;%;Acumulado %
1;13;6;6
2;30;13;19
3;17;8;27
4;27;12;39
5;17;8;46
6;26;12;58
7;31;14;72
8;21;9;81
9;22;10;91
10;20;9;100
Total;224;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020070904;1546;;
;;;
Categorías;Casos;%;Acumulado %
1;30;7;7
2;38;9;17
3;34;8;25
4;39;9;34
5;34;8;43
6;52;13;55
7;47;11;67
8;50;12;79
9;44;11;90
10;43;10;100
Total;411;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020070905;1547;;
;;;
Categorías;Casos;%;Acumulado %
1;11;6;6
2;24;12;18
3;13;7;25
4;27;14;39
5;19;10;48
6;19;10;58
7;23;12;70
8;16;8;78
9;25;13;91
10;17;9;100
Total;194;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020070906;1548;;
;;;
Categorías;Casos;%;Acumulado %
1;19;5;5
2;36;10;15
3;36;10;26
4;35;10;35
5;39;11;46
6;40;11;58
7;51;14;72
8;41;12;84
9;30;8;92
10;28;8;100
Total;355;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070907;1549;;
;;;
Categorías;Casos;%;Acumulado %
1;19;6;6
2;33;10;16
3;26;8;24
4;43;13;37
5;34;10;47
6;35;11;58
7;34;10;68
8;45;14;82
9;35;11;93
10;24;7;100
Total;328;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070908;1550;;
;;;
Categorías;Casos;%;Acumulado %
1;24;6;6
2;38;10;16
3;35;9;24
4;46;12;36
5;50;13;49
6;45;11;60
7;45;11;71
8;55;14;85
9;35;9;94
10;23;6;100
Total;396;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020070909;1551;;
;;;
Categorías;Casos;%;Acumulado %
1;26;9;9
2;34;11;20
3;31;10;31
4;40;13;44
5;31;10;54
6;30;10;64
7;43;14;79
8;26;9;88
9;20;7;94
10;17;6;100
Total;298;100;100
;;;
AREA # 020070910;1552;;
;;;
Categorías;Casos;%;Acumulado %
1;30;10;10
2;27;9;19
3;33;11;30
4;44;15;44
5;30;10;54
6;22;7;61
7;29;10;71
8;34;11;82
9;39;13;95
10;15;5;100
Total;303;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020070911;1553;;
;;;
Categorías;Casos;%;Acumulado %
1;21;8;8
2;35;13;22
3;35;13;35
4;24;9;44
5;21;8;52
6;33;13;65
7;28;11;76
8;26;10;86
9;22;8;94
10;15;6;100
Total;260;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020071001;1554;;
;;;
Categorías;Casos;%;Acumulado %
1;15;5;5
2;24;8;13
3;26;9;22
4;36;12;34
5;32;11;44
6;34;11;56
7;34;11;67
8;33;11;78
9;37;12;90
10;29;10;100
Total;300;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020071002;1555;;
;;;
Categorías;Casos;%;Acumulado %
1;13;7;7
2;13;7;14
3;16;9;23
4;21;11;34
5;19;10;44
6;28;15;59
7;18;10;69
8;22;12;81
9;19;10;91
10;16;9;100
Total;185;100;100
;;;
AREA # 020071003;1556;;
;;;
Categorías;Casos;%;Acumulado %
1;10;4;4
2;28;11;15
3;17;7;22
4;32;13;34
5;23;9;43
6;23;9;53
7;30;12;64
8;38;15;79
9;23;9;89
10;29;11;100
Total;253;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071004;1557;;
;;;
Categorías;Casos;%;Acumulado %
1;21;7;7
2;27;9;16
3;27;9;26
4;37;13;38
5;30;10;48
6;29;10;58
7;32;11;69
8;30;10;79
9;30;10;89
10;31;11;100
Total;294;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071005;1558;;
;;;
Categorías;Casos;%;Acumulado %
1;18;8;8
2;19;8;16
3;13;5;21
4;27;11;32
5;27;11;44
6;16;7;50
7;37;16;66
8;36;15;81
9;22;9;90
10;23;10;100
Total;238;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071006;1559;;
;;;
Categorías;Casos;%;Acumulado %
1;20;6;6
2;33;9;15
3;25;7;22
4;27;8;30
5;29;8;38
6;47;13;52
7;45;13;65
8;49;14;79
9;38;11;89
10;37;11;100
Total;350;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071007;1560;;
;;;
Categorías;Casos;%;Acumulado %
1;21;6;6
2;34;10;16
3;27;8;24
4;45;13;37
5;30;9;46
6;34;10;56
7;33;10;66
8;49;14;81
9;35;10;91
10;31;9;100
Total;339;100;100
;;;
AREA # 020071008;1561;;
;;;
Categorías;Casos;%;Acumulado %
1;19;4;4
2;40;9;14
3;37;9;22
4;45;11;33
5;48;11;44
6;44;10;55
7;48;11;66
8;48;11;77
9;50;12;89
10;48;11;100
Total;427;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071009;1562;;
;;;
Categorías;Casos;%;Acumulado %
1;10;3;3
2;32;10;14
3;21;7;21
4;45;15;35
5;26;9;44
6;45;15;59
7;40;13;72
8;33;11;82
9;30;10;92
10;24;8;100
Total;306;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071010;1563;;
;;;
Categorías;Casos;%;Acumulado %
1;13;4;4
2;18;5;9
3;36;11;20
4;41;12;33
5;44;13;46
6;32;10;56
7;43;13;69
8;45;14;82
9;26;8;90
10;33;10;100
Total;331;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071101;1564;;
;;;
Categorías;Casos;%;Acumulado %
1;34;11;11
2;28;9;20
3;36;11;31
4;43;14;45
5;38;12;57
6;17;5;62
7;29;9;72
8;33;11;82
9;31;10;92
10;25;8;100
Total;314;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071102;1565;;
;;;
Categorías;Casos;%;Acumulado %
1;30;8;8
2;27;7;14
3;23;6;20
4;46;12;32
5;42;11;42
6;47;12;54
7;45;11;65
8;47;12;77
9;31;8;85
10;62;16;100
Total;400;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071103;1566;;
;;;
Categorías;Casos;%;Acumulado %
1;20;5;5
2;27;7;13
3;37;10;23
4;44;12;35
5;33;9;44
6;47;13;57
7;39;11;67
8;54;15;82
9;34;9;92
10;31;8;100
Total;366;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071104;1567;;
;;;
Categorías;Casos;%;Acumulado %
1;15;4;4
2;33;9;13
3;32;8;21
4;40;11;32
5;27;7;39
6;45;12;51
7;44;12;62
8;57;15;77
9;48;13;90
10;38;10;100
Total;379;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071105;1568;;
;;;
Categorías;Casos;%;Acumulado %
1;6;3;3
2;18;8;11
3;11;5;15
4;18;8;23
5;26;11;35
6;31;14;48
7;33;14;63
8;30;13;76
9;28;12;88
10;27;12;100
Total;228;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071106;1569;;
;;;
Categorías;Casos;%;Acumulado %
1;14;5;5
2;18;7;12
3;14;5;17
4;21;8;25
5;25;9;35
6;27;10;45
7;32;12;57
8;38;14;71
9;46;17;88
10;31;12;100
Total;266;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071107;1570;;
;;;
Categorías;Casos;%;Acumulado %
1;27;5;5
2;43;9;14
3;35;7;21
4;51;10;32
5;37;8;39
6;46;9;49
7;47;10;58
8;80;16;74
9;73;15;89
10;53;11;100
Total;492;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020071108;1571;;
;;;
Categorías;Casos;%;Acumulado %
1;33;7;7
2;50;11;19
3;34;8;26
4;43;10;36
5;37;8;44
6;38;8;52
7;46;10;63
8;52;12;74
9;55;12;87
10;60;13;100
Total;448;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020071109;1572;;
;;;
Categorías;Casos;%;Acumulado %
1;23;6;6
2;21;6;12
3;23;6;18
4;36;10;28
5;26;7;35
6;52;14;50
7;53;15;64
8;48;13;77
9;44;12;89
10;39;11;100
Total;365;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071110;1573;;
;;;
Categorías;Casos;%;Acumulado %
1;11;4;4
2;22;9;13
3;27;11;24
4;32;13;37
5;27;11;48
6;23;9;57
7;24;10;67
8;28;11;78
9;28;11;90
10;26;10;100
Total;248;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071201;1574;;
;;;
Categorías;Casos;%;Acumulado %
1;26;6;6
2;38;9;15
3;37;9;24
4;37;9;33
5;52;12;45
6;38;9;55
7;51;12;67
8;33;8;75
9;60;14;89
10;46;11;100
Total;418;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020071202;1575;;
;;;
Categorías;Casos;%;Acumulado %
1;10;5;5
2;30;14;19
3;19;9;28
4;20;9;37
5;24;11;48
6;29;14;62
7;32;15;77
8;20;9;86
9;14;7;93
10;16;7;100
Total;214;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071203;1576;;
;;;
Categorías;Casos;%;Acumulado %
1;27;10;10
2;26;9;19
3;27;10;29
4;41;15;44
5;31;11;55
6;23;8;63
7;34;12;76
8;26;9;85
9;27;10;95
10;14;5;100
Total;276;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071204;1577;;
;;;
Categorías;Casos;%;Acumulado %
1;19;6;6
2;26;8;14
3;38;12;26
4;37;12;38
5;35;11;49
6;42;13;62
7;34;11;72
8;32;10;82
9;25;8;90
10;31;10;100
Total;319;100;100
;;;
AREA # 020071205;1578;;
;;;
Categorías;Casos;%;Acumulado %
1;12;4;4
2;37;13;17
3;48;16;33
4;37;13;45
5;28;9;55
6;35;12;67
7;29;10;77
8;34;12;88
9;19;6;95
10;16;5;100
Total;295;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071206;1579;;
;;;
Categorías;Casos;%;Acumulado %
1;22;7;7
2;36;12;19
3;36;12;31
4;27;9;40
5;23;8;48
6;26;9;57
7;42;14;71
8;30;10;81
9;28;9;90
10;29;10;100
Total;299;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020071207;1580;;
;;;
Categorías;Casos;%;Acumulado %
1;12;6;6
2;30;14;19
3;27;13;32
4;26;12;44
5;27;13;56
6;23;11;67
7;20;9;76
8;19;9;85
9;20;9;94
10;12;6;100
Total;216;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071208;1581;;
;;;
Categorías;Casos;%;Acumulado %
1;29;14;14
2;27;13;27
3;30;14;41
4;25;12;53
5;26;12;65
6;27;13;78
7;18;9;86
8;14;7;93
9;9;4;97
10;6;3;100
Total;211;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071209;1582;;
;;;
Categorías;Casos;%;Acumulado %
1;32;11;11
2;40;14;25
3;39;14;39
4;26;9;48
5;30;10;58
6;35;12;70
7;23;8;78
8;27;9;88
9;21;7;95
10;15;5;100
Total;288;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071301;1583;;
;;;
Categorías;Casos;%;Acumulado %
1;32;10;10
2;38;12;22
3;26;8;30
4;39;12;43
5;37;12;54
6;37;12;66
7;31;10;76
8;30;9;85
9;21;7;92
10;26;8;100
Total;317;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020071302;1584;;
;;;
Categorías;Casos;%;Acumulado %
1;14;5;5
2;27;9;14
3;26;9;23
4;24;8;31
5;34;12;43
6;42;14;57
7;41;14;71
8;23;8;79
9;36;12;91
10;26;9;100
Total;293;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071303;1585;;
;;;
Categorías;Casos;%;Acumulado %
1;19;5;5
2;32;8;13
3;31;8;20
4;37;9;29
5;51;13;42
6;48;12;54
7;52;13;67
8;41;10;77
9;56;14;90
10;39;10;100
Total;406;100;100
;;;
Ignorado :;9;;
;;;
AREA # 020071304;1586;;
;;;
Categorías;Casos;%;Acumulado %
1;17;8;8
2;21;10;18
3;20;9;27
4;19;9;36
5;17;8;44
6;20;9;53
7;22;10;63
8;40;19;82
9;15;7;89
10;24;11;100
Total;215;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071305;1587;;
;;;
Categorías;Casos;%;Acumulado %
1;22;7;7
2;27;8;15
3;30;9;24
4;26;8;32
5;37;11;43
6;36;11;54
7;40;12;66
8;46;14;80
9;29;9;89
10;35;11;100
Total;328;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071306;1588;;
;;;
Categorías;Casos;%;Acumulado %
1;20;8;8
2;20;8;15
3;24;9;24
4;28;11;35
5;21;8;43
6;31;12;55
7;26;10;65
8;41;16;80
9;24;9;89
10;28;11;100
Total;263;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071307;1589;;
;;;
Categorías;Casos;%;Acumulado %
1;19;9;9
2;26;13;22
3;15;7;30
4;32;16;46
5;28;14;60
6;22;11;71
7;16;8;79
8;15;7;86
9;12;6;92
10;16;8;100
Total;201;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071308;1590;;
;;;
Categorías;Casos;%;Acumulado %
1;24;13;13
2;26;14;26
3;22;11;38
4;25;13;51
5;23;12;63
6;23;12;74
7;12;6;81
8;15;8;89
9;12;6;95
10;10;5;100
Total;192;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071309;1591;;
;;;
Categorías;Casos;%;Acumulado %
1;13;8;8
2;16;10;17
3;15;9;27
4;19;11;38
5;19;11;49
6;26;16;65
7;11;7;72
8;17;10;82
9;18;11;93
10;12;7;100
Total;166;100;100
;;;
AREA # 020071310;1592;;
;;;
Categorías;Casos;%;Acumulado %
1;7;4;4
2;11;6;9
3;15;8;17
4;21;11;28
5;14;7;36
6;18;9;45
7;25;13;58
8;24;13;71
9;29;15;86
10;27;14;100
Total;191;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071311;1593;;
;;;
Categorías;Casos;%;Acumulado %
1;12;5;5
2;20;8;13
3;25;10;23
4;23;9;32
5;28;11;43
6;32;13;56
7;38;15;71
8;32;13;83
9;23;9;92
10;19;8;100
Total;252;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071312;1594;;
;;;
Categorías;Casos;%;Acumulado %
1;18;8;8
2;18;8;16
3;29;13;29
4;27;12;41
5;37;17;58
6;22;10;68
7;30;14;82
8;18;8;90
9;12;5;95
10;11;5;100
Total;222;100;100
;;;
AREA # 020071313;1595;;
;;;
Categorías;Casos;%;Acumulado %
1;16;8;8
2;14;7;15
3;23;12;27
4;26;13;40
5;21;11;51
6;18;9;60
7;27;14;74
8;21;11;85
9;16;8;93
10;14;7;100
Total;196;100;100
;;;
AREA # 020071314;1596;;
;;;
Categorías;Casos;%;Acumulado %
1;24;11;11
2;18;8;19
3;22;10;29
4;20;9;38
5;30;14;52
6;33;15;67
7;21;10;76
8;19;9;85
9;15;7;92
10;18;8;100
Total;220;100;100
;;;
AREA # 020071315;1597;;
;;;
Categorías;Casos;%;Acumulado %
1;11;6;6
2;17;9;15
3;17;9;24
4;28;15;40
5;22;12;52
6;23;13;64
7;19;10;74
8;22;12;86
9;13;7;93
10;12;7;100
Total;184;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071401;1598;;
;;;
Categorías;Casos;%;Acumulado %
1;27;9;9
2;35;11;20
3;26;8;28
4;36;12;40
5;33;11;50
6;33;11;61
7;40;13;74
8;38;12;86
9;27;9;95
10;17;5;100
Total;312;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071402;1599;;
;;;
Categorías;Casos;%;Acumulado %
1;41;14;14
2;33;11;25
3;27;9;34
4;38;13;47
5;36;12;59
6;35;12;71
7;33;11;82
8;24;8;90
9;15;5;95
10;14;5;100
Total;296;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071403;1600;;
;;;
Categorías;Casos;%;Acumulado %
1;35;14;14
2;34;13;27
3;25;10;37
4;18;7;44
5;26;10;54
6;30;12;66
7;27;11;76
8;26;10;87
9;25;10;96
10;9;4;100
Total;255;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071404;1601;;
;;;
Categorías;Casos;%;Acumulado %
1;19;7;7
2;29;11;19
3;38;15;34
4;28;11;45
5;24;9;54
6;29;11;65
7;34;13;79
8;23;9;88
9;20;8;95
10;12;5;100
Total;256;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020071405;1602;;
;;;
Categorías;Casos;%;Acumulado %
1;26;9;9
2;32;11;20
3;42;14;34
4;39;13;47
5;34;12;59
6;33;11;70
7;28;10;80
8;26;9;88
9;25;9;97
10;9;3;100
Total;294;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071406;1603;;
;;;
Categorías;Casos;%;Acumulado %
1;32;9;9
2;50;13;22
3;57;15;37
4;39;10;47
5;41;11;58
6;37;10;68
7;44;12;80
8;26;7;87
9;27;7;94
10;22;6;100
Total;375;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020071407;1604;;
;;;
Categorías;Casos;%;Acumulado %
1;23;8;8
2;20;7;16
3;43;16;32
4;31;11;43
5;38;14;57
6;26;10;67
7;37;14;80
8;28;10;91
9;14;5;96
10;11;4;100
Total;271;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071408;1605;;
;;;
Categorías;Casos;%;Acumulado %
1;21;7;7
2;44;15;22
3;40;13;35
4;35;12;47
5;42;14;61
6;29;10;70
7;27;9;79
8;37;12;92
9;14;5;96
10;11;4;100
Total;300;100;100
;;;
AREA # 020071409;1606;;
;;;
Categorías;Casos;%;Acumulado %
1;31;11;11
2;46;16;27
3;33;11;38
4;34;12;50
5;34;12;62
6;37;13;75
7;26;9;84
8;31;11;94
9;7;2;97
10;9;3;100
Total;288;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071410;1607;;
;;;
Categorías;Casos;%;Acumulado %
1;19;8;8
2;15;6;15
3;35;15;30
4;33;14;44
5;35;15;59
6;29;13;72
7;30;13;84
8;14;6;91
9;12;5;96
10;10;4;100
Total;232;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020071411;1608;;
;;;
Categorías;Casos;%;Acumulado %
1;36;11;11
2;46;14;25
3;35;11;36
4;34;11;47
5;43;13;60
6;39;12;72
7;37;11;84
