;;;
;;;
;;;
8;26;8;84
9;29;9;93
10;23;7;100
Total;322;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020012907;327;;
;;;
Categorías;Casos;%;Acumulado %
1;37;11;11
2;40;12;24
3;34;10;34
4;47;14;48
5;41;13;61
6;37;11;72
7;29;9;81
8;24;7;88
9;23;7;95
10;15;5;100
Total;327;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020012908;328;;
;;;
Categorías;Casos;%;Acumulado %
1;60;23;23
2;32;12;36
3;34;13;49
4;25;10;58
5;30;12;70
6;25;10;80
7;22;8;88
8;11;4;92
9;11;4;97
10;9;3;100
Total;259;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020012909;329;;
;;;
Categorías;Casos;%;Acumulado %
1;63;17;17
2;53;14;31
3;49;13;44
4;48;13;57
5;41;11;68
6;31;8;76
7;39;10;87
8;20;5;92
9;17;5;97
10;13;3;100
Total;374;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020020101;330;;
;;;
Categorías;Casos;%;Acumulado %
1;13;62;62
2;2;10;71
3;2;10;81
4;2;10;90
5;1;5;95
7;1;5;100
Total;21;100;100
;;;
AREA # 020020102;331;;
;;;
Categorías;Casos;%;Acumulado %
1;56;42;42
2;27;20;62
3;10;8;70
4;14;11;80
5;12;9;89
6;6;5;94
7;6;5;99
8;2;2;100
Total;133;100;100
;;;
AREA # 020020201;332;;
;;;
Categorías;Casos;%;Acumulado %
1;21;8;8
2;13;5;14
3;25;10;24
4;27;11;35
5;10;4;39
6;16;6;45
7;28;11;56
8;34;14;70
9;31;12;82
10;44;18;100
Total;249;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020202;333;;
;;;
Categorías;Casos;%;Acumulado %
1;18;5;5
2;15;4;9
3;15;4;13
4;24;7;20
5;30;8;28
6;36;10;38
7;32;9;47
8;49;14;61
9;56;16;76
10;85;24;100
Total;360;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020020203;334;;
;;;
Categorías;Casos;%;Acumulado %
1;5;2;2
2;4;2;4
3;12;5;9
4;19;8;18
5;22;10;27
6;14;6;33
7;26;11;45
8;31;14;58
9;36;16;74
10;59;26;100
Total;228;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020020204;335;;
;;;
Categorías;Casos;%;Acumulado %
1;7;3;3
2;9;4;8
3;16;8;16
4;19;9;25
5;13;6;31
6;18;9;40
7;21;10;50
8;28;14;64
9;28;14;78
10;46;22;100
Total;205;100;100
;;;
AREA # 020020205;336;;
;;;
Categorías;Casos;%;Acumulado %
1;21;8;8
2;8;3;11
3;14;5;17
4;23;9;26
5;17;7;32
6;21;8;41
7;29;11;52
8;36;14;66
9;34;13;79
10;53;21;100
Total;256;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020206;337;;
;;;
Categorías;Casos;%;Acumulado %
1;7;4;4
2;12;6;10
3;11;6;15
4;25;13;28
5;24;12;40
6;14;7;47
7;22;11;58
8;23;12;70
9;17;9;79
10;42;21;100
Total;197;100;100
;;;
AREA # 020020207;338;;
;;;
Categorías;Casos;%;Acumulado %
1;8;6;6
2;4;3;9
3;6;4;13
4;14;10;23
5;10;7;30
6;5;4;33
7;11;8;41
8;25;18;59
9;25;18;77
10;33;23;100
Total;141;100;100
;;;
AREA # 020020208;339;;
;;;
Categorías;Casos;%;Acumulado %
1;22;8;8
2;12;4;12
3;21;8;20
4;23;8;28
5;22;8;36
6;35;13;48
7;23;8;57
8;27;10;66
9;31;11;77
10;63;23;100
Total;279;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020301;340;;
;;;
Categorías;Casos;%;Acumulado %
1;36;9;9
2;23;6;15
3;19;5;20
4;32;8;28
5;35;9;37
6;36;9;46
7;28;7;53
8;52;13;66
9;46;12;78
10;86;22;100
Total;393;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020020302;341;;
;;;
Categorías;Casos;%;Acumulado %
1;42;10;10
2;10;2;13
3;21;5;18
4;31;8;26
5;24;6;32
6;37;9;41
7;38;9;50
8;42;10;61
9;72;18;79
10;86;21;100
Total;403;100;100
;;;
Ignorado :;8;;
;;;
AREA # 020020303;342;;
;;;
Categorías;Casos;%;Acumulado %
1;7;7;7
2;5;5;12
3;8;8;20
4;6;6;26
5;3;3;29
6;12;12;41
7;9;9;50
8;14;14;64
9;15;15;79
10;21;21;100
Total;100;100;100
;;;
AREA # 020020304;343;;
;;;
Categorías;Casos;%;Acumulado %
1;14;8;8
2;4;2;10
3;7;4;14
4;15;8;22
5;11;6;28
6;16;9;36
7;23;12;49
8;21;11;60
9;27;15;75
10;47;25;100
Total;185;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020305;344;;
;;;
Categorías;Casos;%;Acumulado %
1;18;6;6
2;9;3;9
3;14;5;14
4;24;8;23
5;23;8;31
6;28;10;40
7;28;10;50
8;37;13;63
9;42;15;77
10;65;23;100
Total;288;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020020306;345;;
;;;
Categorías;Casos;%;Acumulado %
1;33;12;12
2;13;5;17
3;19;7;24
4;23;8;32
5;20;7;40
6;22;8;48
7;24;9;57
8;31;11;68
9;38;14;82
10;49;18;100
Total;272;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020020307;346;;
;;;
Categorías;Casos;%;Acumulado %
1;21;6;6
2;14;4;10
3;23;7;17
4;35;10;27
5;21;6;33
6;31;9;41
7;42;12;53
8;44;13;66
9;48;14;80
10;71;20;100
Total;350;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020308;347;;
;;;
Categorías;Casos;%;Acumulado %
1;9;4;4
2;6;3;6
3;9;4;10
4;27;12;22
5;19;8;30
6;20;9;39
7;26;11;50
8;37;16;66
9;29;13;79
10;49;21;100
Total;231;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020401;348;;
;;;
Categorías;Casos;%;Acumulado %
1;22;7;7
2;19;6;13
3;18;6;19
4;30;10;29
5;26;8;37
6;23;7;45
7;33;11;55
8;41;13;69
9;27;9;77
10;70;23;100
Total;309;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020020402;349;;
;;;
Categorías;Casos;%;Acumulado %
1;8;7;7
2;4;4;11
3;7;6;17
4;7;6;24
5;7;6;30
6;15;14;44
7;16;15;59
8;8;7;66
9;7;6;72
10;30;28;100
Total;109;100;100
;;;
AREA # 020020403;350;;
;;;
Categorías;Casos;%;Acumulado %
1;9;6;6
2;5;3;9
3;6;4;14
4;14;9;23
5;17;11;34
6;11;7;42
7;15;10;52
8;20;14;66
9;17;11;77
10;34;23;100
Total;148;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020020404;351;;
;;;
Categorías;Casos;%;Acumulado %
1;10;5;5
2;6;3;8
3;12;6;14
4;21;11;25
5;18;9;35
6;19;10;44
7;21;11;55
8;24;12;68
9;15;8;75
10;48;25;100
Total;194;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020020405;352;;
;;;
Categorías;Casos;%;Acumulado %
1;15;5;5
2;7;2;8
3;16;6;13
4;23;8;22
5;27;10;31
6;26;9;40
7;35;12;53
8;37;13;66
9;36;13;78
10;61;22;100
Total;283;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020020406;353;;
;;;
Categorías;Casos;%;Acumulado %
1;7;3;3
2;8;4;7
3;13;6;13
4;21;10;23
5;18;8;32
6;22;10;42
7;25;12;54
8;19;9;63
9;30;14;77
10;49;23;100
Total;212;100;100
;;;
AREA # 020020407;354;;
;;;
Categorías;Casos;%;Acumulado %
1;13;6;6
2;10;4;10
3;11;5;15
4;21;9;24
5;12;5;29
6;24;10;39
7;22;9;49
8;29;12;61
9;35;15;76
10;56;24;100
Total;233;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020020408;355;;
;;;
Categorías;Casos;%;Acumulado %
1;27;6;6
2;15;4;10
3;25;6;16
4;23;6;22
5;30;7;29
6;31;7;36
7;46;11;47
8;52;13;60
9;58;14;74
10;109;26;100
Total;416;100;100
;;;
Ignorado :;11;;
;;;
AREA # 020020409;356;;
;;;
Categorías;Casos;%;Acumulado %
1;12;4;4
2;14;4;8
3;20;6;14
4;19;6;20
5;23;7;27
6;26;8;35
7;40;12;47
8;52;16;63
9;57;17;80
10;65;20;100
Total;328;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020020410;357;;
;;;
Categorías;Casos;%;Acumulado %
1;26;6;6
2;12;3;9
3;26;6;15
4;39;9;24
5;22;5;29
6;33;8;37
7;54;13;50
8;67;16;65
9;58;14;79
10;89;21;100
Total;426;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020020501;358;;
;;;
Categorías;Casos;%;Acumulado %
1;21;8;8
2;8;3;11
3;17;7;18
4;28;11;29
5;21;8;38
6;26;10;48
7;24;9;57
8;31;12;70
9;26;10;80
10;51;20;100
Total;253;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020502;359;;
;;;
Categorías;Casos;%;Acumulado %
1;14;4;4
2;10;3;8
3;19;6;14
4;39;12;26
5;36;11;37
6;36;11;49
7;36;11;60
8;45;14;75
9;35;11;86
10;45;14;100
Total;315;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020020503;360;;
;;;
Categorías;Casos;%;Acumulado %
1;15;6;6
2;9;4;10
3;16;6;16
4;24;10;25
5;28;11;37
6;17;7;43
7;38;15;58
8;28;11;69
9;22;9;78
10;55;22;100
Total;252;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020504;361;;
;;;
Categorías;Casos;%;Acumulado %
1;12;5;5
2;8;4;9
3;15;7;15
4;28;12;28
5;24;11;39
6;16;7;46
7;18;8;54
8;28;12;66
9;31;14;80
10;46;20;100
Total;226;100;100
;;;
AREA # 020020505;362;;
;;;
Categorías;Casos;%;Acumulado %
1;14;4;4
2;6;2;6
3;18;6;12
4;37;11;23
5;28;9;32
6;33;10;42
7;32;10;52
8;53;16;68
9;49;15;84
10;53;16;100
Total;323;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020020506;363;;
;;;
Categorías;Casos;%;Acumulado %
1;18;6;6
2;18;6;11
3;23;7;18
4;29;9;27
5;25;8;35
6;32;10;44
7;35;11;55
8;39;12;67
9;42;13;80
10;65;20;100
Total;326;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020020507;364;;
;;;
Categorías;Casos;%;Acumulado %
1;24;7;7
2;11;3;11
3;13;4;15
4;24;7;22
5;24;7;30
6;27;8;38
7;40;12;50
8;48;15;65
9;46;14;80
10;66;20;100
Total;323;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020020508;365;;
;;;
Categorías;Casos;%;Acumulado %
1;34;10;10
2;15;5;15
3;25;8;23
4;26;8;31
5;22;7;37
6;27;8;46
7;25;8;53
8;40;12;65
9;44;13;79
10;69;21;100
Total;327;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020020509;366;;
;;;
Categorías;Casos;%;Acumulado %
1;29;11;11
2;16;6;17
3;14;5;22
4;22;8;30
5;18;7;37
6;20;7;44
7;27;10;54
8;50;19;73
9;27;10;83
10;47;17;100
Total;270;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020020601;367;;
;;;
Categorías;Casos;%;Acumulado %
1;15;9;9
2;3;2;10
3;7;4;15
4;14;8;23
5;21;12;35
6;15;9;44
7;16;9;53
8;23;13;66
9;29;17;83
10;29;17;100
Total;172;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020602;368;;
;;;
Categorías;Casos;%;Acumulado %
1;17;3;3
2;19;3;6
3;31;5;12
4;53;9;21
5;44;8;29
6;67;12;41
7;54;10;50
8;77;14;64
9;72;13;77
10;133;23;100
Total;567;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020020603;369;;
;;;
Categorías;Casos;%;Acumulado %
1;11;5;5
2;7;3;8
3;12;5;13
4;18;8;21
5;23;10;32
6;23;10;42
7;20;9;51
8;30;13;64
9;31;14;78
10;50;22;100
Total;225;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020020604;370;;
;;;
Categorías;Casos;%;Acumulado %
1;6;2;2
2;12;4;5
3;26;8;13
4;26;8;21
5;42;13;34
6;27;8;42
7;34;10;52
8;40;12;65
9;49;15;79
10;68;21;100
Total;330;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020605;371;;
;;;
Categorías;Casos;%;Acumulado %
1;6;3;3
2;12;7;10
3;13;7;17
4;18;10;27
5;14;8;35
6;21;12;46
7;25;14;60
8;21;12;72
9;23;13;85
10;28;15;100
Total;181;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020020606;372;;
;;;
Categorías;Casos;%;Acumulado %
1;22;7;7
2;18;6;13
3;15;5;17
4;27;8;26
5;22;7;33
6;38;12;45
7;34;11;55
8;49;15;71
9;41;13;83
10;53;17;100
Total;319;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020020607;373;;
;;;
Categorías;Casos;%;Acumulado %
1;16;9;9
2;6;3;13
3;8;5;17
4;12;7;24
5;11;6;31
6;9;5;36
7;15;9;45
8;30;17;62
9;24;14;76
10;42;24;100
Total;173;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020020608;374;;
;;;
Categorías;Casos;%;Acumulado %
1;13;6;6
2;8;4;10
3;20;9;19
4;25;11;30
5;22;10;40
6;27;12;53
7;21;10;62
8;28;13;75
9;26;12;87
10;28;13;100
Total;218;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020020609;375;;
;;;
Categorías;Casos;%;Acumulado %
1;21;8;8
2;8;3;11
3;11;4;15
4;24;9;24
5;27;10;34
6;29;11;44
7;26;10;54
8;30;11;65
9;40;15;80
10;55;20;100
Total;271;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020020610;376;;
;;;
Categorías;Casos;%;Acumulado %
1;17;8;8
2;8;4;11
3;17;8;19
4;12;5;24
5;28;13;37
6;15;7;44
7;22;10;53
8;32;14;68
9;35;16;83
10;37;17;100
Total;223;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020020701;377;;
;;;
Categorías;Casos;%;Acumulado %
1;38;7;7
2;21;4;10
3;30;5;16
4;64;11;27
5;35;6;33
6;48;8;41
7;75;13;55
8;68;12;67
9;76;13;80
10;114;20;100
Total;569;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020020702;378;;
;;;
Categorías;Casos;%;Acumulado %
1;29;6;6
2;27;6;11
3;21;4;16
4;51;10;26
5;36;7;34
6;56;11;45
7;39;8;53
8;61;12;65
9;69;14;80
10;100;20;100
Total;489;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020020703;379;;
;;;
Categorías;Casos;%;Acumulado %
1;28;8;8
2;17;5;13
3;24;7;19
4;34;10;29
5;34;10;38
6;32;9;47
7;34;10;57
8;55;15;72
9;42;12;84
10;58;16;100
Total;358;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020704;380;;
;;;
Categorías;Casos;%;Acumulado %
1;15;6;6
2;12;5;10
3;18;7;17
4;20;8;25
5;23;9;33
6;21;8;41
7;31;12;53
8;31;12;65
9;35;13;78
10;59;22;100
Total;265;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020020705;381;;
;;;
Categorías;Casos;%;Acumulado %
1;20;8;8
2;6;2;11
3;13;5;16
4;18;7;24
5;24;10;34
6;25;10;44
7;18;7;51
8;28;12;63
9;30;12;76
10;59;24;100
Total;241;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020020706;382;;
;;;
Categorías;Casos;%;Acumulado %
1;20;7;7
2;11;4;12
3;17;6;18
4;19;7;25
5;23;9;33
6;25;9;43
7;33;12;55
8;33;12;67
9;39;15;82
10;49;18;100
Total;269;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020020707;383;;
;;;
Categorías;Casos;%;Acumulado %
1;48;12;12
2;16;4;16
3;22;6;22
4;41;10;32
5;35;9;41
6;34;9;49
7;32;8;57
8;43;11;68
9;54;14;81
10;75;19;100
Total;400;100;100
;;;
Ignorado :;9;;
;;;
AREA # 020020708;384;;
;;;
Categorías;Casos;%;Acumulado %
1;18;11;11
2;8;5;15
3;14;8;24
4;14;8;32
5;15;9;41
6;17;10;51
7;24;14;65
8;19;11;76
9;18;11;86
10;23;14;100
Total;170;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020020709;385;;
;;;
Categorías;Casos;%;Acumulado %
1;17;6;6
2;11;4;10
3;16;6;16
4;27;10;26
5;21;8;34
6;20;7;41
7;31;11;52
8;36;13;65
9;48;18;83
10;47;17;100
Total;274;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020020801;386;;
;;;
Categorías;Casos;%;Acumulado %
1;39;12;12
2;22;7;18
3;13;4;22
4;33;10;32
5;25;7;39
6;30;9;48
7;26;8;56
8;38;11;67
9;58;17;84
10;54;16;100
Total;338;100;100
;;;
Ignorado :;9;;
;;;
AREA # 020020802;387;;
;;;
Categorías;Casos;%;Acumulado %
1;17;6;6
2;11;4;9
3;19;6;16
4;26;9;25
5;25;8;33
6;29;10;43
7;32;11;53
8;27;9;62
9;43;14;77
10;69;23;100
Total;298;100;100
;;;
Ignorado :;8;;
;;;
AREA # 020020803;388;;
;;;
Categorías;Casos;%;Acumulado %
1;48;11;11
2;12;3;14
3;28;6;20
4;31;7;27
5;34;8;35
6;30;7;41
7;47;11;52
8;54;12;64
9;76;17;81
10;82;19;100
Total;442;100;100
;;;
Ignorado :;15;;
;;;
AREA # 020020804;389;;
;;;
Categorías;Casos;%;Acumulado %
1;31;7;7
2;17;4;10
3;40;8;19
4;43;9;28
5;46;10;38
6;48;10;48
7;52;11;59
8;47;10;69
9;60;13;81
10;88;19;100
Total;472;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020020805;390;;
;;;
Categorías;Casos;%;Acumulado %
1;29;7;7
2;11;3;10
3;28;7;17
4;36;9;26
5;31;8;34
6;45;11;45
7;48;12;57
8;59;15;71
9;60;15;86
10;56;14;100
Total;403;100;100
;;;
Ignorado :;10;;
;;;
AREA # 020020806;391;;
;;;
Categorías;Casos;%;Acumulado %
1;67;11;11
2;26;4;15
3;43;7;22
4;52;8;30
5;38;6;36
6;52;8;45
7;68;11;56
8;78;13;68
9;92;15;83
10;105;17;100
Total;621;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020020807;392;;
;;;
Categorías;Casos;%;Acumulado %
1;42;6;6
2;27;4;10
3;45;6;16
4;65;9;26
5;62;9;35
6;43;6;41
7;65;9;50
8;108;15;66
9;91;13;79
10;149;21;100
Total;697;100;100
;;;
Ignorado :;10;;
;;;
AREA # 020020808;393;;
;;;
Categorías;Casos;%;Acumulado %
1;22;6;6
2;11;3;9
3;21;6;15
4;29;8;24
5;42;12;35
6;37;10;46
7;48;14;59
8;37;10;70
9;41;12;82
10;65;18;100
Total;353;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020020901;394;;
;;;
Categorías;Casos;%;Acumulado %
1;35;9;9
2;10;3;11
3;18;5;16
4;30;8;24
5;36;9;33
6;39;10;43
7;33;8;51
8;47;12;63
9;64;16;79
10;83;21;100
Total;395;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020020902;395;;
;;;
Categorías;Casos;%;Acumulado %
1;18;8;8
2;9;4;13
3;12;6;18
4;17;8;26
5;26;12;38
6;22;10;49
7;21;10;58
8;27;13;71
9;34;16;87
10;28;13;100
Total;214;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020020903;396;;
;;;
Categorías;Casos;%;Acumulado %
1;25;6;6
2;15;3;9
3;19;4;13
4;33;7;21
5;41;9;30
6;43;10;40
7;38;9;48
8;51;11;60
9;58;13;73
10;122;27;100
Total;445;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020020904;397;;
;;;
Categorías;Casos;%;Acumulado %
1;21;5;5
2;18;4;9
3;21;5;13
4;28;6;20
5;40;9;28
6;44;10;38
7;44;10;48
8;61;14;61
9;71;16;77
10;103;23;100
Total;451;100;100
;;;
Ignorado :;10;;
;;;
AREA # 020020905;398;;
;;;
Categorías;Casos;%;Acumulado %
1;52;11;11
2;25;5;16
3;27;6;22
4;36;7;29
5;35;7;36
6;46;10;46
7;56;12;58
8;55;11;69
9;61;13;82
10;88;18;100
Total;481;100;100
;;;
Ignorado :;7;;
;;;
AREA # 020020906;399;;
;;;
Categorías;Casos;%;Acumulado %
1;42;10;10
2;20;5;14
3;11;3;17
4;44;10;27
5;35;8;35
6;37;9;43
7;42;10;53
8;54;12;66
9;78;18;83
10;72;17;100
Total;435;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020020907;400;;
;;;
Categorías;Casos;%;Acumulado %
1;39;8;8
2;21;5;13
3;35;8;21
4;31;7;27
5;39;8;36
6;36;8;43
7;43;9;53
8;60;13;66
9;74;16;82
10;85;18;100
Total;463;100;100
;;;
Ignorado :;9;;
;;;
AREA # 020020908;401;;
;;;
Categorías;Casos;%;Acumulado %
1;51;8;8
2;15;2;10
3;42;7;17
4;70;11;28
5;61;10;37
6;50;8;45
7;74;12;57
8;80;13;69
9;98;15;85
10;98;15;100
Total;639;100;100
;;;
Ignorado :;10;;
;;;
AREA # 020020909;402;;
;;;
Categorías;Casos;%;Acumulado %
1;58;11;11
2;37;7;18
3;29;5;23
4;54;10;33
5;42;8;41
6;47;9;49
7;47;9;58
8;53;10;68
9;73;13;81
10;102;19;100
Total;542;100;100
;;;
Ignorado :;8;;
;;;
AREA # 020021001;403;;
;;;
Categorías;Casos;%;Acumulado %
1;58;11;11
2;23;5;16
3;31;6;22
4;32;6;28
5;41;8;36
6;43;8;45
7;51;10;55
8;66;13;68
9;70;14;81
10;95;19;100
Total;510;100;100
;;;
Ignorado :;9;;
;;;
AREA # 020021002;404;;
;;;
Categorías;Casos;%;Acumulado %
1;26;7;7
2;17;5;12
3;15;4;16
4;39;11;27
5;21;6;33
6;21;6;39
7;31;9;48
8;60;17;65
9;62;18;83
10;61;17;100
Total;353;100;100
;;;
Ignorado :;13;;
;;;
AREA # 020021003;405;;
;;;
Categorías;Casos;%;Acumulado %
1;14;7;7
2;17;8;15
3;13;6;22
4;15;7;29
5;21;10;39
6;17;8;48
7;20;10;58
8;16;8;66
9;33;16;82
10;37;18;100
Total;203;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020021004;406;;
;;;
Categorías;Casos;%;Acumulado %
1;25;7;7
2;16;5;12
3;16;5;17
4;33;10;27
5;31;9;36
6;29;9;45
7;40;12;57
8;46;14;70
9;55;16;87
10;44;13;100
Total;335;100;100
;;;
Ignorado :;9;;
;;;
AREA # 020021005;407;;
;;;
Categorías;Casos;%;Acumulado %
1;47;11;11
2;22;5;17
3;29;7;24
4;36;9;32
5;35;8;41
6;30;7;48
7;31;7;55
8;60;14;70
9;61;15;84
10;65;16;100
Total;416;100;100
;;;
Ignorado :;10;;
;;;
AREA # 020021006;408;;
;;;
Categorías;Casos;%;Acumulado %
1;32;10;10
2;14;5;15
3;16;5;20
4;22;7;27
5;17;6;33
6;24;8;41
7;34;11;52
8;39;13;65
9;59;19;84
10;50;16;100
Total;307;100;100
;;;
Ignorado :;14;;
;;;
AREA # 020021007;409;;
;;;
Categorías;Casos;%;Acumulado %
1;44;9;9
2;18;4;13
3;29;6;19
4;51;11;30
5;32;7;37
6;37;8;45
7;47;10;55
8;54;11;66
9;81;17;84
10;77;16;100
Total;470;100;100
;;;
Ignorado :;13;;
;;;
AREA # 020021008;410;;
;;;
Categorías;Casos;%;Acumulado %
1;28;6;6
2;22;5;12
3;23;5;17
4;52;12;29
5;32;7;36
6;41;9;46
7;39;9;55
8;53;12;67
9;61;14;81
10;83;19;100
Total;434;100;100
;;;
Ignorado :;9;;
;;;
AREA # 020021009;411;;
;;;
Categorías;Casos;%;Acumulado %
1;17;6;6
2;16;5;11
3;17;6;17
4;24;8;25
5;32;11;36
6;26;9;44
7;24;8;52
8;40;13;66
9;43;14;80
10;59;20;100
Total;298;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020021101;412;;
;;;
Categorías;Casos;%;Acumulado %
1;53;9;9
2;30;5;14
3;37;6;20
4;48;8;28
5;51;8;36
6;50;8;44
7;49;8;52
8;78;13;65
9;97;16;81
10;118;19;100
Total;611;100;100
;;;
Ignorado :;10;;
;;;
AREA # 020021102;413;;
;;;
Categorías;Casos;%;Acumulado %
1;20;8;8
2;11;5;13
3;12;5;18
4;18;8;26
5;29;12;38
6;29;12;50
7;33;14;64
8;20;8;72
9;27;11;83
10;40;17;100
Total;239;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020021103;414;;
;;;
Categorías;Casos;%;Acumulado %
1;53;8;8
2;30;5;13
3;36;5;18
4;49;7;25
5;63;10;35
6;57;9;44
7;58;9;52
8;70;11;63
9;121;18;81
10;125;19;100
Total;662;100;100
;;;
Ignorado :;10;;
;;;
AREA # 020021104;415;;
;;;
Categorías;Casos;%;Acumulado %
1;44;7;7
2;31;5;11
3;33;5;16
4;59;9;26
5;44;7;32
6;67;10;42
7;76;12;54
8;90;14;68
9;103;16;84
10;108;16;100
Total;655;100;100
;;;
Ignorado :;13;;
;;;
AREA # 020021105;416;;
;;;
Categorías;Casos;%;Acumulado %
1;13;8;8
2;5;3;11
3;5;3;14
4;14;8;22
5;10;6;28
6;18;11;39
7;20;12;52
8;27;16;68
9;26;16;84
10;27;16;100
Total;165;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020021106;417;;
;;;
Categorías;Casos;%;Acumulado %
1;30;10;10
2;15;5;15
3;14;5;20
4;20;7;27
5;18;6;33
6;38;13;46
7;30;10;57
8;23;8;64
9;46;16;80
10;58;20;100
Total;292;100;100
;;;
Ignorado :;13;;
;;;
AREA # 020021201;418;;
;;;
Categorías;Casos;%;Acumulado %
1;34;8;8
2;16;4;12
3;16;4;15
4;34;8;23
5;39;9;32
6;43;10;43
7;46;11;53
8;53;12;66
9;64;15;81
10;83;19;100
Total;428;100;100
;;;
Ignorado :;7;;
;;;
AREA # 020021202;419;;
;;;
Categorías;Casos;%;Acumulado %
1;29;7;7
2;32;8;15
3;23;6;21
4;29;7;28
5;24;6;34
6;29;7;42
7;48;12;54
8;47;12;66
9;68;17;83
10;69;17;100
Total;398;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020021203;420;;
;;;
Categorías;Casos;%;Acumulado %
1;40;9;9
2;23;5;14
3;19;4;18
4;36;8;26
5;33;7;33
6;30;7;40
7;52;11;51
8;72;16;67
9;72;16;83
10;77;17;100
Total;454;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020021204;421;;
;;;
Categorías;Casos;%;Acumulado %
1;62;9;9
2;32;5;14
3;28;4;18
4;55;8;26
5;40;6;32
6;63;9;41
7;70;10;51
8;85;12;63
9;125;18;82
10;127;18;100
Total;687;100;100
;;;
Ignorado :;17;;
;;;
AREA # 020021205;422;;
;;;
Categorías;Casos;%;Acumulado %
1;48;8;8
2;28;5;13
3;36;6;19
4;48;8;27
5;37;6;33
6;65;11;44
7;59;10;53
8;82;14;67
9;89;15;82
10;109;18;100
Total;601;100;100
;;;
Ignorado :;14;;
;;;
AREA # 020021206;423;;
;;;
Categorías;Casos;%;Acumulado %
1;53;11;11
2;24;5;16
3;30;6;22
4;35;7;29
5;36;7;36
6;30;6;43
7;43;9;51
8;64;13;64
9;85;17;82
10;89;18;100
Total;489;100;100
;;;
Ignorado :;9;;
;;;
AREA # 020021301;424;;
;;;
Categorías;Casos;%;Acumulado %
1;42;7;7
2;22;4;11
3;37;6;17
4;40;7;24
5;39;7;31
6;47;8;39
7;72;12;51
8;65;11;62
9;101;17;79
10;122;21;100
Total;587;100;100
;;;
Ignorado :;8;;
;;;
AREA # 020021302;425;;
;;;
Categorías;Casos;%;Acumulado %
1;29;7;7
2;25;6;13
3;16;4;17
4;37;9;26
5;40;10;36
6;43;10;46
7;36;9;55
8;51;12;67
